公司代號,公司名稱,報告書內容涵蓋期間,中文版上傳日期,產業類別
8916,光隆,109/01/01~109/12/31,110/07/02,其他
8929,富堡,109/01/01~109/12/31,110/08/11,其他
8938,明安,109/01/01~109/12/31,110/05/24,運動休閒
1101,台泥,108/01/01~108/12/31,109/06/30,
1102,亞泥,108/01/01~108/12/31,109/06/30,
1103,嘉泥,108/01/01~108/12/31,109/05/27,
1104,環泥,108/01/01~108/12/31,109/06/19,
1108,幸福,108/01/01~108/12/31,109/06/22,
1110,東泥,108/01/01~108/12/31,109/06/29,
1201,味全,108/01/01~108/12/31,109/09/29,
1203,味王,108/01/01~108/12/31,109/09/03,
1210,大成,108/01/01~108/12/31,109/09/14,
1213,大飲,108/01/01~108/12/31,109/09/29,
1215,卜蜂,108/01/01~108/12/31,109/09/29,
1216,統一,108/01/01~108/12/31,109/08/10,
1217,愛之味,108/01/01~108/12/31,109/10/05,
1218,泰山,108/01/01~108/12/31,109/06/30,
1219,福壽,108/01/01~108/12/31,109/06/30,
1220,台榮,108/01/01~108/12/31,109/09/25,
1225,福懋油,108/01/01~108/12/31,109/09/22,
1227,佳格,108/01/01~108/12/31,109/09/25,
1229,聯華,108/01/01~108/12/31,109/09/04,
1231,聯華食,108/01/01~108/12/31,109/09/28,
1232,大統益,108/01/01~108/12/31,109/08/19,
1233,天仁,108/01/01~108/12/31,109/08/27,
1234,黑松,108/01/01~108/12/31,109/09/22,
1235,興泰,108/01/01~108/12/31,109/09/30,
1236,宏亞,108/01/01~108/12/31,109/08/05,
1256,鮮活果汁-KY,108/01/01~108/12/31,109/09/30,
1301,台塑,108/01/01~108/12/31,109/06/10,
1303,南亞,108/01/01~108/12/31,109/06/29,
1304,台聚,108/01/01~108/12/31,109/06/30,
1305,華夏,108/01/01~108/12/31,109/06/30,
1308,亞聚,108/01/01~108/12/31,109/06/23,
1309,台達化,108/01/01~108/12/31,109/08/03,
1310,台苯,108/01/01~108/12/31,109/06/29,
1312,國喬,108/01/01~108/12/31,109/06/29,
1313,聯成,108/01/01~108/12/31,109/06/30,
1314,中石化,108/01/01~108/12/31,109/06/30,
1316,上曜,108/01/01~108/12/31,109/06/16,
1319,東陽,108/01/01~108/12/31,109/06/29,
1323,永裕,108/01/01~108/12/31,109/09/29,
1326,台化,108/01/01~108/12/31,109/06/11,
1338,廣華-KY,108/01/01~108/12/31,110/03/17,
1402,遠東新,108/01/01~108/12/31,109/06/29,
1409,新纖,108/01/01~108/12/31,109/06/22,
1413,宏洲,108/01/01~108/12/31,110/03/15,
1434,福懋,108/01/01~108/12/31,109/06/22,
1440,南紡,108/01/01~108/12/31,109/06/22,
1444,力麗,108/01/01~108/12/31,109/06/30,
1447,力鵬,108/01/01~108/12/31,109/06/24,
1455,集盛,108/01/01~108/12/31,109/06/15,
1457,宜進,108/01/01~108/12/31,110/03/16,
1460,宏遠,108/01/01~108/12/31,109/06/18,
1467,南緯,108/01/01~108/12/31,110/03/16,
1473,台南,108/01/01~108/12/31,109/12/29,
1476,儒鴻,108/01/01~108/12/31,109/09/28,
1477,聚陽,108/01/01~108/12/31,109/09/28,
1503,士電,108/01/01~108/12/31,109/06/17,
1504,東元,108/01/01~108/12/31,109/08/21,
1525,江申,108/01/01~108/12/31,109/06/18,
1532,勤美,108/01/01~108/12/31,109/08/10,
1533,車王電,108/01/01~108/12/31,109/07/29,
1535,中宇,108/01/01~108/12/31,109/07/28,
1536,和大,108/01/01~108/12/31,109/12/31,
1558,伸興,108/01/01~108/12/31,109/06/30,
1582,信錦,108/01/01~108/12/31,109/09/30,
1590,亞德客-KY,108/01/01~108/12/31,110/01/19,
1598,岱宇,108/01/01~108/12/31,109/09/26,
1605,華新,108/01/01~108/12/31,109/05/28,
1608,華榮,108/01/01~108/12/31,109/06/20,
1609,大亞,108/01/01~108/12/31,109/06/30,
1701,中化,108/01/01~108/12/31,109/06/23,
1702,南僑,108/01/01~108/12/31,109/09/22,
1707,葡萄王,108/01/01~108/12/31,109/03/17,
1708,東鹼,108/01/01~108/12/31,109/06/16,
1709,和益,108/01/01~108/12/31,109/06/17,
1710,東聯,108/01/01~108/12/31,109/06/29,
1711,永光,108/01/01~108/12/31,109/06/20,
1712,興農,108/01/01~108/12/31,109/06/30,
1713,國化,108/01/01~108/12/31,109/08/10,
1714,和桐,108/01/01~108/12/31,109/06/30,
1717,長興,108/01/01~108/12/31,109/06/17,
1718,中纖,108/01/01~108/12/31,109/06/30,
1720,生達,108/01/01~108/12/31,109/09/17,
1721,三晃,108/01/01~108/12/31,109/06/01,
1722,台肥,108/01/01~108/12/31,109/06/30,
1723,中碳,108/01/01~108/12/31,109/06/29,
1725,元禎,108/01/01~108/12/31,109/06/24,
1726,永記,108/01/01~108/12/31,109/06/23,
1727,中華化,108/01/01~108/12/31,109/06/23,
1730,花仙子,108/01/01~108/12/31,109/06/30,
1732,毛寶,108/01/01~108/12/31,109/06/01,
1733,五鼎,108/01/01~108/12/31,109/06/22,
1735,日勝化,108/01/01~108/12/31,109/06/29,
1737,臺鹽,108/01/01~108/12/31,109/09/17,
1762,中化生,108/01/01~108/12/31,109/06/22,
1773,勝一,108/01/01~108/12/31,109/06/30,
1776,展宇,108/01/01~108/12/31,109/06/29,
1789,神隆,108/01/01~108/12/31,109/09/18,
1795,美時,108/01/01~108/12/31,109/06/30,
1802,台玻,108/01/01~108/12/31,109/09/28,
1904,正隆,108/01/01~108/12/31,109/06/29,
1905,華紙,108/01/01~108/12/31,109/06/30,
1907,永豐餘,108/01/01~108/12/31,109/06/23,
1909,榮成,108/01/01~108/12/31,109/06/30,
2002,中鋼,108/01/01~108/12/31,109/06/24,
2006,東和鋼鐵,108/01/01~108/12/31,109/06/24,
2007,燁興,108/01/01~108/12/31,109/06/29,
2010,春源,108/01/01~108/12/31,109/06/29,
2013,中鋼構,108/01/01~108/12/31,109/09/29,
2014,中鴻,108/01/01~108/12/31,109/06/20,
2015,豐興,108/01/01~108/12/31,109/06/23,
2017,官田鋼,108/01/01~108/12/31,110/03/11,
2023,燁輝,108/01/01~108/12/31,109/06/18,
2027,大成鋼,108/01/01~108/12/31,109/05/28,
2029,盛餘,108/01/01~108/12/31,109/12/31,
2031,新光鋼,108/01/01~108/12/31,109/08/11,
2049,上銀,108/01/01~108/12/31,109/06/30,
2059,川湖,108/01/01~108/12/31,109/07/01,
2062,橋椿,108/01/01~108/12/31,109/09/30,
2101,南港,108/01/01~108/12/31,109/06/23,
2103,台橡,108/01/01~108/12/31,109/06/17,
2104,國際中橡,108/01/01~108/12/31,109/08/10,
2105,正新,108/01/01~108/12/31,109/06/24,
2106,建大,108/01/01~108/12/31,109/06/16,
2201,裕隆,108/01/01~108/12/31,109/06/30,
2204,中華,108/01/01~108/12/31,109/06/30,
2206,三陽工業,108/01/01~108/12/31,109/06/30,
2207,和泰車,108/01/01~108/12/31,109/06/30,
2208,台船,108/01/01~108/12/31,109/06/30,
2227,裕日車,108/01/01~108/12/31,109/07/01,
2301,光寶科,108/01/01~108/12/31,109/06/24,
2303,聯電,108/01/01~108/12/31,109/06/24,
2308,台達電,108/01/01~108/12/31,109/08/13,
2312,金寶,108/01/01~108/12/31,109/06/29,
2313,華通,108/01/01~108/12/31,109/06/23,
2314,台揚,108/01/01~108/12/31,109/06/30,
2317,鴻海,108/01/01~108/12/31,109/06/30,
2323,中環,108/01/01~108/12/31,109/06/30,
2324,仁寶,108/01/01~108/12/31,109/06/30,
2327,國巨,108/01/01~108/12/31,109/09/30,
2328,廣宇,108/01/01~108/12/31,109/06/23,
2329,華泰,108/01/01~108/12/31,109/06/23,
2330,台積電,108/01/01~108/12/31,109/06/24,
2331,精英,108/01/01~108/12/31,109/06/30,
2332,友訊,108/01/01~108/12/31,109/06/19,
2337,旺宏,108/01/01~108/12/31,109/06/30,
2340,台亞,108/01/01~108/12/31,109/06/30,
2344,華邦電,108/01/01~108/12/31,109/06/26,
2345,智邦,108/01/01~108/12/31,109/06/30,
2347,聯強,108/01/01~108/12/31,109/09/18,
2349,錸德,108/01/01~108/12/31,109/09/23,
2351,順德,108/01/01~108/12/31,109/09/30,
2352,佳世達,108/01/01~108/12/31,109/06/23,
2353,宏碁,108/01/01~108/12/31,109/06/29,
2354,鴻準,108/01/01~108/12/31,109/06/23,
2356,英業達,108/01/01~108/12/31,109/06/24,
2357,華碩,108/01/01~108/12/31,109/06/30,
2360,致茂,108/01/01~108/12/31,109/10/16,
2362,藍天,108/01/01~108/12/31,109/08/26,
2363,矽統,108/01/01~108/12/31,109/06/18,
2367,燿華,108/01/01~108/12/31,109/06/24,
2368,金像電,108/01/01~108/12/31,109/06/30,
2371,大同,108/01/01~108/12/31,109/06/24,
2376,技嘉,108/01/01~108/12/31,109/06/18,
2377,微星,108/01/01~108/12/31,109/06/24,
2379,瑞昱,108/01/01~108/12/31,109/06/30,
2382,廣達,108/01/01~108/12/31,109/06/29,
2385,群光,108/01/01~108/12/31,109/06/30,
2392,正崴,108/01/01~108/12/31,109/06/20,
2393,億光,108/01/01~108/12/31,109/08/31,
2395,研華,108/01/01~108/12/31,109/06/29,
2401,凌陽,108/01/01~108/12/31,109/05/27,
2408,南亞科,108/01/01~108/12/31,109/06/29,
2409,友達,108/01/01~108/12/31,109/06/30,
2412,中華電,108/01/01~108/12/31,109/06/29,
2417,圓剛,108/01/01~108/12/31,109/12/07,
2420,新巨,108/01/01~108/12/31,110/03/12,
2423,固緯,108/01/01~108/12/31,109/09/22,
2439,美律,108/01/01~108/12/31,109/08/24,
2441,超豐,108/01/01~108/12/31,109/06/29,
2442,新美齊,108/01/01~108/12/31,109/06/30,
2449,京元電子,108/01/01~108/12/31,109/06/30,
2450,神腦,108/01/01~108/12/31,109/09/07,
2454,聯發科,108/01/01~108/12/31,109/06/30,
2457,飛宏,108/01/01~108/12/31,109/09/03,
2458,義隆,108/01/01~108/12/31,109/10/29,
2474,可成,108/01/01~108/12/31,109/06/30,
2480,敦陽科,108/01/01~108/12/31,109/09/11,
2484,希華,108/01/01~108/12/31,109/10/30,
2489,瑞軒,108/01/01~108/12/31,109/06/30,
2492,華新科,108/01/01~108/12/31,109/06/19,
2498,宏達電,108/01/01~108/12/31,109/06/29,
2501,國建,108/01/01~108/12/31,109/09/26,
2504,國產,108/01/01~108/12/31,109/06/30,
2505,國揚,108/01/01~108/12/31,109/06/30,
2511,太子,108/01/01~108/12/31,109/09/25,
2515,中工,108/01/01~108/12/31,109/06/18,
2520,冠德,108/01/01~108/12/31,109/06/29,
2534,宏盛,108/01/01~108/12/31,109/09/25,
2535,達欣工,108/01/01~108/12/31,109/08/06,
2542,興富發,108/01/01~108/12/31,109/06/30,
2546,根基,108/01/01~108/12/31,109/09/17,
2547,日勝生,108/01/01~108/12/31,109/09/28,
2601,益航,108/01/01~108/12/31,109/06/15,
2603,長榮,108/01/01~108/12/31,109/08/28,
2605,新興,108/01/01~108/12/31,109/06/30,
2606,裕民,108/01/01~108/12/31,109/06/17,
2607,榮運,108/01/01~108/12/31,109/06/30,
2609,陽明,108/01/01~108/12/31,109/06/30,
2610,華航,108/01/01~108/12/31,109/06/29,
2614,東森,108/01/01~108/12/31,109/08/06,
2615,萬海,108/01/01~108/12/31,109/06/24,
2618,長榮航,108/01/01~108/12/31,109/06/30,
2633,台灣高鐵,108/01/01~108/12/31,109/06/23,
2634,漢翔,108/01/01~108/12/31,109/06/19,
2636,台驊投控,108/01/01~108/12/31,109/06/29,
2637,慧洋-KY,108/01/01~108/12/31,109/06/23,
2704,國賓,108/01/01~108/12/31,109/09/25,
2707,晶華,108/01/01~108/12/31,109/09/26,
2712,遠雄來,108/01/01~108/12/31,109/12/31,
2722,夏都,108/01/01~108/12/31,109/12/01,
2723,美食-KY,108/01/01~108/12/31,109/09/18,
2727,王品,108/01/01~108/12/31,109/07/28,
2739,寒舍,108/01/01~108/12/31,109/08/18,
2748,雲品,108/01/01~108/12/31,109/09/29,
2801,彰銀,108/01/01~108/12/31,109/06/30,
2809,京城銀,108/01/01~108/12/31,109/06/01,
2812,台中銀,108/01/01~108/12/31,109/06/30,
2816,旺旺保,108/01/01~108/12/31,109/06/29,
2820,華票,108/01/01~108/12/31,109/07/24,
2832,台產,108/01/01~108/12/31,109/06/29,
2834,臺企銀,108/01/01~108/12/31,109/06/24,
2836,高雄銀,108/01/01~108/12/31,109/06/20,
2838,聯邦銀,108/01/01~108/12/31,109/06/30,
2845,遠東銀,108/01/01~108/12/31,109/06/30,
2849,安泰銀,108/01/01~108/12/31,109/06/24,
2850,新產,108/01/01~108/12/31,109/06/24,
2851,中再保,108/01/01~108/12/31,109/06/23,
2852,第一保,108/01/01~108/12/31,109/06/23,
2855,統一證,108/01/01~108/12/31,109/08/05,
2867,三商壽,108/01/01~108/12/31,109/06/24,
2880,華南金,108/01/01~108/12/31,109/07/31,
2881,富邦金,108/01/01~108/12/31,109/08/13,
2882,國泰金,108/01/01~108/12/31,109/08/10,
2883,開發金,108/01/01~108/12/31,109/06/30,
2884,玉山金,108/01/01~108/12/31,109/06/30,
2885,元大金,108/01/01~108/12/31,109/06/30,
2886,兆豐金,108/01/01~108/12/31,109/06/29,
2887,台新金,108/01/01~108/12/31,109/06/30,
2888,新光金,108/01/01~108/12/31,109/06/30,
2889,國票金,108/01/01~108/12/31,109/08/31,
2890,永豐金,108/01/01~108/12/31,109/06/30,
2891,中信金,108/01/01~108/12/31,109/06/30,
2892,第一金,108/01/01~108/12/31,109/06/30,
2897,王道銀行,108/01/01~108/12/31,109/06/24,
2903,遠百,108/01/01~108/12/31,109/06/30,
2905,三商,108/01/01~108/12/31,109/06/30,
2908,特力,108/01/01~108/12/31,109/06/23,
2912,統一超,108/01/01~108/12/31,109/06/30,
2913,農林,108/01/01~108/12/31,109/09/30,
2915,潤泰全,108/01/01~108/12/31,109/09/30,
2923,鼎固-KY,108/01/01~108/12/31,109/09/25,
3005,神基,108/01/01~108/12/31,109/06/30,
3013,晟銘電,108/01/01~108/12/31,109/08/26,
3015,全漢,108/01/01~108/12/31,109/09/29,
3017,奇鋐,108/01/01~108/12/31,109/06/30,
3023,信邦,108/01/01~108/12/31,109/11/27,
3026,禾伸堂,108/01/01~108/12/31,109/12/31,
3034,聯詠,108/01/01~108/12/31,109/06/30,
3035,智原,108/01/01~108/12/31,109/09/30,
3036,文曄,108/01/01~108/12/31,109/08/10,
3037,欣興,108/01/01~108/12/31,109/06/24,
3038,全台,108/01/01~108/12/31,109/09/28,
3042,晶技,108/01/01~108/12/31,109/11/12,
3044,健鼎,108/01/01~108/12/31,109/06/19,
3045,台灣大,108/01/01~108/12/31,109/08/21,
3049,精金,108/01/01~108/12/31,109/06/29,
3062,建漢,108/01/01~108/12/31,109/09/30,
3094,聯傑,108/01/01~108/12/31,109/06/30,
3130,一零四,108/01/01~108/12/31,109/06/29,
3189,景碩,108/01/01~108/12/31,109/09/30,
3231,緯創,108/01/01~108/12/31,109/06/29,
3380,明泰,108/01/01~108/12/31,109/06/23,
3413,京鼎,108/01/01~108/12/31,109/09/09,
3416,融程電,108/01/01~108/12/31,109/09/16,
3443,創意,108/01/01~108/12/31,109/06/18,
3454,晶睿,108/01/01~108/12/31,110/03/16,
3481,群創,108/01/01~108/12/31,109/06/29,
3504,揚明光,108/01/01~108/12/31,109/09/30,
3515,華擎,108/01/01~108/12/31,109/12/15,
3532,台勝科,108/01/01~108/12/31,109/06/11,
3576,聯合再生,108/01/01~108/12/31,109/06/29,
3596,智易,108/01/01~108/12/31,109/12/16,
3645,達邁,108/01/01~108/12/31,109/12/31,
3665,貿聯-KY,108/01/01~108/12/31,109/08/19,
3669,圓展,108/01/01~108/12/31,109/11/09,
3682,亞太電,108/01/01~108/12/31,109/06/24,
3702,大聯大,108/01/01~108/12/31,109/06/20,
3703,欣陸,108/01/01~108/12/31,109/06/24,
3704,合勤控,108/01/01~108/12/31,109/11/16,
3706,神達,108/01/01~108/12/31,109/06/29,
3708,上緯投控,108/01/01~108/12/31,109/06/30,
3711,日月光投控,108/01/01~108/12/31,109/08/31,
3990,測試帳號,108/01/01~108/12/31,109/07/02,
4106,雃博,108/01/01~108/12/31,109/09/30,
4119,旭富,107/01/01~108/12/31,109/10/29,
4164,承業醫,108/01/01~108/12/31,109/06/29,
4306,炎洲,108/01/01~108/12/31,109/06/22,
4414,如興,108/01/01~108/12/31,109/06/30,
4532,瑞智,108/01/01~108/12/31,109/05/13,
4720,德淵,108/01/01~108/12/31,109/06/30,
4722,國精化,108/01/01~108/12/31,109/06/30,
4739,康普,108/01/01~108/12/31,109/05/28,
4755,三福化,108/01/01~108/12/31,109/06/23,
4763,材料-KY,108/01/01~108/12/31,109/06/29,
4764,雙鍵,108/01/01~108/12/31,109/06/24,
4766,南寶,108/01/01~108/12/31,109/06/30,
4904,遠傳,108/01/01~108/12/31,109/06/30,
4915,致伸,108/01/01~108/12/31,109/06/30,
4927,泰鼎-KY,108/01/01~108/12/31,109/06/30,
4938,和碩,108/01/01~108/12/31,109/06/22,
4958,臻鼎-KY,108/01/01~108/12/31,109/06/20,
4960,誠美材,108/01/01~108/12/31,109/06/30,
5264,鎧勝-KY,108/01/01~108/12/31,109/06/18,
5285,界霖,108/01/01~108/12/31,109/06/30,
5306,桂盟,108/01/01~108/12/31,109/09/30,
5388,中磊,108/01/01~108/12/31,109/09/03,
5434,崇越,108/01/01~108/12/31,109/08/18,
5469,瀚宇博,108/01/01~108/12/31,109/06/30,
5471,松翰,108/01/01~108/12/31,109/09/29,
5515,建國,108/01/01~108/12/31,109/07/16,
5521,工信,108/01/01~108/12/31,109/06/29,
5522,遠雄,108/01/01~108/12/31,109/09/24,
5531,鄉林,108/01/01~108/12/31,109/06/29,
5871,中租-KY,108/01/01~108/12/31,109/06/29,
5876,上海商銀,108/01/01~108/12/31,109/06/20,
5880,合庫金,108/01/01~108/12/31,109/09/26,
6005,群益證,108/01/01~108/12/31,109/06/24,
6024,群益期,108/01/01~108/12/31,109/06/29,
6116,彩晶,108/01/01~108/12/31,109/06/29,
6120,達運,108/01/01~108/12/31,109/06/24,
6128,上福,108/01/01~108/12/31,109/09/26,
6153,嘉聯益,108/01/01~108/12/31,109/07/31,
6166,凌華,108/01/01~108/12/31,110/06/30,
6176,瑞儀,108/01/01~108/12/31,109/07/28,
6183,關貿,108/01/01~108/12/31,109/07/31,
6191,精成科,108/01/01~108/12/31,109/06/22,
6196,帆宣,108/01/01~108/12/31,109/06/24,
6202,盛群,108/01/01~108/12/31,109/09/29,
6206,飛捷,108/01/01~108/12/31,110/03/26,
6213,聯茂,108/01/01~108/12/31,109/12/04,
6214,精誠,108/01/01~108/12/31,109/09/30,
6215,和椿,108/01/01~108/12/31,109/08/21,
6239,力成,108/01/01~108/12/31,109/06/23,
6269,台郡,108/01/01~108/12/31,110/02/24,
6277,宏正,108/01/01~108/12/31,109/07/17,
6282,康舒,108/01/01~108/12/31,109/06/30,
6285,啟碁,108/01/01~108/12/31,109/07/01,
6409,旭隼,108/01/01~108/12/31,109/07/02,
6426,統新,108/01/01~108/12/31,109/09/29,
6442,光聖,108/01/01~108/12/31,109/06/29,
6464,台數科,108/01/01~108/12/31,109/09/15,
6477,安集,108/01/01~108/12/31,109/11/16,
6491,晶碩,108/01/01~108/12/31,109/09/29,
6505,台塑化,108/01/01~108/12/31,109/06/03,
6534,正瀚-創,108/01/01~108/12/31,109/07/29,
6573,虹揚-KY,108/01/01~108/12/31,110/01/18,
6579,研揚,108/01/01~108/12/31,109/06/30,
6581,鋼聯,108/01/01~108/12/31,109/09/11,
6592,和潤企業,108/01/01~108/12/31,109/09/29,
6668,中揚光,108/01/01~108/12/31,109/08/14,
6669,緯穎,108/01/01~108/12/31,109/06/30,
6689,伊雲谷,108/01/01~108/12/31,109/11/04,
8021,尖點,108/01/01~108/12/31,109/06/19,
8039,台虹,108/01/01~108/12/31,109/06/30,
8046,南電,108/01/01~108/12/31,109/06/18,
8105,凌巨,108/01/01~108/12/31,109/08/06,
8110,華東,108/01/01~108/12/31,109/06/30,
8150,南茂,108/01/01~108/12/31,109/06/30,
8201,無敵,108/01/01~108/12/31,109/07/31,
8271,宇瞻,108/01/01~108/12/31,109/09/22,
8341,日友,108/01/01~108/12/31,109/08/10,
8422,可寧衛,108/01/01~108/12/31,109/08/26,
8454,富邦媒,108/01/01~108/12/31,109/07/29,
8464,億豐,108/01/01~108/12/31,109/10/21,
8467,波力-KY,108/01/01~108/12/31,109/12/30,
8473,山林水,108/01/01~108/12/31,109/11/19,
8926,台汽電,108/01/01~108/12/31,109/06/22,
8940,新天地,108/01/01~108/12/31,109/09/30,
9904,寶成,108/01/01~108/12/31,109/06/19,
9907,統一實,108/01/01~108/12/31,109/07/10,
9908,大台北,108/01/01~108/12/31,109/06/29,
9910,豐泰,108/01/01~108/12/31,109/06/17,
9911,櫻花,108/01/01~108/12/31,110/03/12,
9917,中保科,108/01/01~108/12/31,109/08/27,
9924,福興,108/01/01~108/12/31,109/07/08,
9925,新保,108/01/01~108/12/31,109/11/04,
9930,中聯資源,108/01/01~108/12/31,109/06/17,
9933,中鼎,108/01/01~108/12/31,109/06/29,
9934,成霖,108/01/01~108/12/31,109/09/28,
9939,宏全,108/01/01~108/12/31,109/06/30,
9940,信義,108/01/01~108/12/31,109/06/30,
9941,裕融,108/01/01~108/12/31,109/12/03,
9943,好樂迪,108/01/01~108/12/31,109/09/21,
9945,潤泰新,108/01/01~108/12/31,109/06/30,
1259,安心,108/01/01~108/12/31,109/08/07,
1264,德麥,108/01/01~108/12/31,109/09/30,
1268,漢來美食,108/01/01~108/12/31,109/07/22,
1742,台蠟,108/01/01~108/12/31,109/06/29,
1777,生泰,108/01/01~108/12/31,109/09/30,
1785,光洋科,108/01/01~108/12/31,109/12/22,
1796,金穎生技,108/01/01~108/12/31,109/09/01,
2035,唐榮公司,108/01/01~108/12/31,109/10/12,
2729,瓦城,108/01/01~108/12/31,109/09/30,
2740,天蔥,108/01/01~108/12/31,109/09/30,
2752,豆府,108/01/01~108/12/31,109/09/30,
2926,誠品生活,108/01/01~108/12/31,109/05/22,
3081,聯亞,108/01/01~108/12/31,109/06/30,
3088,艾訊,108/01/01~108/12/31,109/07/31,
3093,港建*,108/01/01~108/12/31,109/09/30,
3105,穩懋,108/01/01~108/12/31,109/06/29,
3131,弘塑,108/01/01~108/12/31,110/06/01,
3152,璟德,108/01/01~108/12/31,109/06/05,
3205,佰研,108/01/01~108/12/31,109/08/28,
3211,順達,108/01/01~108/12/31,109/09/30,
3224,三顧,108/01/01~108/12/31,109/06/30,
3264,欣銓,108/01/01~108/12/31,109/07/31,
3303,岱稜,108/01/01~108/12/31,109/09/29,
3374,精材,108/01/01~108/12/31,109/06/30,
3388,崇越電,108/01/01~108/12/31,109/09/29,
3489,森寶,108/01/01~108/12/31,109/05/11,
3522,御頂,108/01/01~108/12/31,109/09/17,
3529,力旺,108/01/01~108/12/31,109/07/16,
3558,神準,108/01/01~108/12/31,109/09/30,
3594,磐儀,108/01/01~108/12/31,109/07/01,
3623,富晶通,108/01/01~108/12/31,109/09/30,
3628,盈正,108/01/01~108/12/31,109/09/22,
4105,東洋,108/01/01~108/12/31,109/07/10,
4121,優盛,108/01/01~108/12/31,109/06/30,
4126,太醫,108/01/01~108/12/31,109/07/17,
4128,中天,108/01/01~108/12/31,109/09/30,
4129,聯合,108/01/01~108/12/31,109/09/23,
4153,鈺緯,108/01/01~108/12/31,109/06/17,
4162,智擎,108/01/01~108/12/31,109/05/13,
4174,浩鼎,108/01/01~108/12/31,109/08/06,
4205,中華食,108/01/01~108/12/31,109/09/16,
4207,環泰,108/01/01~108/12/31,109/09/25,
4535,至興,108/01/01~108/12/31,109/09/16,
4702,中美實,108/01/01~108/12/31,109/06/22,
4706,大恭,108/01/01~108/12/31,109/05/21,
4707,磐亞,108/01/01~108/12/31,109/06/29,
4711,永純,108/01/01~108/12/31,109/06/19,
4712,福格創新,108/01/01~108/12/31,109/09/23,
4714,永捷,108/01/01~108/12/31,109/06/22,
4716,大立,108/01/01~108/12/31,109/06/30,
4721,美琪瑪,108/01/01~108/12/31,109/06/24,
4741,泓瀚,108/01/01~108/12/31,109/06/22,
4743,合一,108/01/01~108/12/31,109/09/29,
4754,國碳科,108/01/01~108/12/31,109/06/24,
4767,誠泰科技,108/01/01~108/12/31,109/06/02,
4953,緯軟,108/01/01~108/12/31,109/06/24,
4979,華星光,108/01/01~108/12/31,109/09/17,
4995,晶達,108/01/01~108/12/31,109/08/25,
5009,榮剛,108/01/01~108/12/31,109/09/30,
5209,新鼎,108/01/01~108/12/31,109/08/14,
5227,立凱-KY,108/01/01~108/12/31,109/09/15,
5263,智崴,108/01/01~108/12/31,109/09/18,
5289,宜鼎,108/01/01~108/12/31,109/06/19,
5347,世界,108/01/01~108/12/31,109/06/11,
5356,協益,108/01/01~108/12/31,109/09/04,
5371,中光電,108/01/01~108/12/31,109/06/30,
5483,中美晶,108/01/01~108/12/31,109/06/19,
5512,力麒,108/01/01~108/12/31,109/06/09,
5530,龍巖,108/01/01~108/12/31,109/07/10,
5536,聖暉*,108/01/01~108/12/31,109/07/30,
5703,亞都麗緻,108/01/01~108/12/31,109/12/30,
5864,致和證,108/01/01~108/12/31,109/06/24,
5878,台名,108/01/01~108/12/31,109/06/24,
5902,德記,108/01/01~108/12/31,109/09/17,
5903,全家,108/01/01~108/12/31,109/06/30,
5904,寶雅,108/01/01~108/12/31,109/09/29,
6015,宏遠證,108/01/01~108/12/31,109/06/22,
6016,康和證,108/01/01~108/12/31,109/06/23,
6020,大展證,108/01/01~108/12/31,109/06/19,
6021,美好證,108/01/01~108/12/31,109/04/27,
6023,元大期貨,108/01/01~108/12/31,109/06/23,
6026,福邦證,108/01/01~108/12/31,109/06/10,
6147,頎邦,108/01/01~108/12/31,109/06/30,
6173,信昌電,108/01/01~108/12/31,109/09/30,
6180,橘子,108/01/01~108/12/31,109/09/01,
6182,合晶,108/01/01~108/12/31,109/06/29,
6187,萬潤,108/01/01~108/12/31,109/09/29,
6220,岳豐,108/01/01~108/12/31,109/09/30,
6244,茂迪,108/01/01~108/12/31,109/06/30,
6245,立端,108/01/01~108/12/31,109/07/30,
6263,普萊德,108/01/01~108/12/31,109/06/30,
6279,胡連,108/01/01~108/12/31,109/06/24,
6446,藥華藥,108/01/01~108/12/31,109/09/28,
6469,大樹,108/01/01~108/12/31,109/12/31,
6486,互動,108/01/01~108/12/31,109/06/23,
6488,環球晶,108/01/01~108/12/31,109/06/19,
6496,科懋,108/01/01~108/12/31,109/09/30,
6506,雙邦,108/01/01~108/12/31,109/06/17,
6509,聚和,108/01/01~108/12/31,109/08/14,
6523,達爾膚,108/01/01~108/12/31,109/09/25,
6556,勝品,108/01/01~108/12/31,109/09/22,
6569,醫揚,108/01/01~108/12/31,109/07/23,
6613,朋億*,108/01/01~108/12/31,109/06/30,
6803,崑鼎,108/01/01~108/12/31,109/09/23,
8069,元太,108/01/01~108/12/31,109/08/14,
8121,越峰,108/01/01~108/12/31,109/09/29,
8182,加高,108/01/01~108/12/31,109/06/30,
8255,朋程,108/01/01~108/12/31,109/05/27,
8299,群聯,108/01/01~108/12/31,109/06/23,
8349,恒耀國際,108/01/01~108/12/31,109/07/31,
8383,千附,108/01/01~108/12/31,109/09/29,
8415,大國鋼,108/01/01~108/12/31,109/06/24,
8420,明揚,108/01/01~108/12/31,109/05/27,
8432,東生華,108/01/01~108/12/31,109/11/06,
8435,鉅邁,108/01/01~108/12/31,109/12/30,
8436,大江,108/01/01~108/12/31,110/04/14,
8450,霹靂,108/01/01~108/12/31,109/08/11,
8905,裕國,108/01/01~108/12/31,109/09/24,
8916,光隆,108/01/01~108/12/31,109/07/02,
8929,富堡,108/01/01~108/12/31,109/08/11,
