KEY,Code,Industry,YEAR,IndustryY,RPA,TMP,POST,MA,FOREIGN,LOSS,DIV,ANALYST,LEV,MB,LNAT,CAPINT,RDINT,ADVINT,DIV,Asset,Asset_1,Debt,Equity,S,S_1,RD,ADV,MV,NI_Ctd
52112018,5211,M2330,2018,2018M2330,0,0,0,0,1,0,1,0,0.112316055,0.969115037,13.29313853,0.345518216,0.098413116,0.147887751,,578807,593112,66616,512191,204931,255711,58370,87714,496372,968
52112019,5211,M2330,2019,2019M2330,0,0,0,0,1,0,0,0,0.137403314,0.983535103,13.26872437,0.312815844,0.100183654,0.147282255,,605376,578807,79530,525846,181060,204931,57987,85248,517188,18081
52112020,5211,M2330,2020,2020M2330,0,0,0,0,1,1,1,0,0.095192079,1.012574813,13.31360503,0.257963646,0.063824796,0.146885572,,565229,605376,57627,507602,156165,181060,38638,88921,513985,-12414
52112021,5211,M2330,2021,2021M2330,0,0,0,0,1,0,0,0,0.137735325,1.179163386,13.24498624,0.226117202,0.082295848,0.188640356,,648175,565229,77852,570323,127808,156165,46516,106625,672504,40777
52112022,5211,M2330,2022,2022M2330,0,0,0,0,1,0,1,0,0.125265553,1.044994037,13.381916,0.227662283,0.053008832,0.142703745,,666516,648175,81194,585322,147565,127808,34359,92497,611658,25642
52122017,5212,M2330,2017,2017M2330,0,0,0,0,1,0,1,0,0.442987469,2.196025099,13.37679937,1.08687993,0.316893251,0.06530804,,694131,644867,285668,408463,700893,674195,204354,42115,896995,34513
52122018,5212,M2330,2018,2018M2330,0,0,0,1,1,0,1,0,0.390136732,1.981328974,13.45041598,1.132924477,0.295143136,0.065758481,,713042,694131,270806,442236,786398,700893,204868,45645,876215,63767
52122019,5212,M2330,2019,2019M2330,0,0,0,0,1,0,1,0,0.519874005,2.499425809,13.4772956,1.315423215,0.294295427,0.066171418,,845273,713042,370692,474581,937952,786398,209845,47183,1186180,88949
52122020,5212,M2330,2020,2020M2330,0,0,0,0,1,0,1,0,0.413532669,3.564003111,13.64741493,1.193276019,0.224205671,0.053387485,,858742,845273,349548,509194,1008644,937952,189515,45127,1814769,114622
52122021,5212,M2330,2021,2021M2330,0,0,0,0,1,0,1,0,0.368336474,3.258420032,13.66322381,1.169050774,0.237258688,0.050520412,,810544,858742,316306,494238,1003913,1008644,203744,43384,1610435,94268
52122022,5212,M2330,2022,2022M2330,0,0,0,0,1,0,1,0,0.442388075,2.484260004,13.60546091,1.204096261,0.259633037,0.053072998,,872997,810544,358575,514422,975973,1003913,210444,43018,1277958,99288
52132017,5213,M2500,2017,2017M2500,0,0,0,0,1,0,1,2.564949357,0.763583714,0.746275522,17.06633348,0.174528967,0,0.007494623,,27744248,25811572,19709296,8034952,4504867,3233981,0,193448,5996288,684779
52132018,5213,M2500,2018,2018M2500,0,0,0,0,1,0,1,0,0.541694588,0.630733885,17.1385391,0.205355142,0,0.012053958,,23563938,27744248,15028909,8535029,5697424,4504867,0,334428,5383332,692796
52132019,5213,M2500,2019,2019M2500,0,0,0,0,1,0,1,0,0.787249228,0.828685016,16.97522805,0.096770794,0,0.004458465,,26425549,23563938,18550692,7874857,2280301,5697424,0,105059,6525776,96943
52132020,5213,M2500,2020,2020M2500,0,0,0,1,1,0,0,0,1.011042382,0.684682908,17.08984187,0.211347132,0,0.006776094,,35161342,26425549,26717350,8443992,5584964,2280301,0,179062,5781457,598035
52132021,5213,M2500,2021,2021M2500,0,0,0,1,1,0,1,0,0.967483067,0.895972397,17.3754578,0.086727179,0,0.003944332,,42924591,35161342,34018003,8906588,3049444,5584964,0,138688,7980057,261574
52132022,5213,M2500,2022,2022M2500,0,0,0,0,1,0,1,3.218875825,0.94449063,0.955630626,17.57495544,0.068349655,0,0.003536737,,50409063,42924591,40541874,9867189,2933881,3049444,0,151813,9429388,224516
52152017,5215,M2325,2017,2017M2325,0,0,0,0,1,0,1,0,0.237722094,0.788932483,14.75415869,0.633610963,0.018438324,0.01434018,,2426018,2556523,607742,1818276,1619841,1652150,47138,36661,1434497,21838
52152018,5215,M2325,2018,2018M2325,0,0,0,0,1,0,1,0,0.239999868,0.823033922,14.70176179,0.761713639,0.020919878,0.018288817,,2483631,2426018,582244,1901387,1847931,1619841,50752,44369,1564906,171735
52152019,5215,M2325,2019,2019M2325,0,0,0,0,1,0,1,2.833213344,0.261964841,1.72243867,14.72523216,0.847120204,0.024240316,0.017270279,,2625438,2483631,650624,1974814,2103934,1847931,60204,42893,3401496,233237
52152020,5215,M2325,2020,2020M2325,0,0,0,1,1,0,1,3.951243719,0.416852731,2.771756475,14.7807583,1.416391094,0.02928159,0.021463466,,3909537,2625438,1094421,2815116,3718647,2103934,76877,56351,7802816,742244
52152021,5215,M2325,2021,2021M2325,0,0,0,0,1,0,1,3.610917913,0.335389075,1.499860244,15.17892951,0.939486185,0.026165758,0.013021491,,4674210,3909537,1311216,3362994,3672956,3718647,102296,50908,5044021,549101
52152022,5215,M2325,2022,2022M2325,0,0,0,1,1,0,1,0,0.244457994,0.836812885,15.35757072,0.526871493,0.022390522,0.008349432,,4567802,4674210,1142648,3425154,2462708,3672956,104658,39027,2866213,286192
52202017,5220,M2326,2017,2017M2326,0,0,0,0,0,0,1,0,0.400062552,2.170615062,13.65731638,1.460140989,0.038668875,0.034071155,,873473,853684,341527,531946,1246499,1028222,33011,29086,1154650,94205
52202018,5220,M2326,2018,2018M2326,0,0,0,0,0,0,1,2.302585093,0.324162281,1.753473237,13.6802325,1.423321614,0.04728137,0.032439469,,987821,873473,283147,704674,1243233,1246499,41299,28335,1235627,146920
52202019,5220,M2326,2019,2019M2326,0,0,0,0,1,0,1,1.945910149,0.263423232,1.742790509,13.80325679,1.055916001,0.044604235,0.028131615,,924825,987821,260215,664610,1043056,1243233,44061,27789,1158276,79173
52202020,5220,M2326,2020,2020M2326,0,0,0,0,1,0,1,0,0.573960479,2.048094571,13.73735981,1.276374449,0.042932447,0.027968535,,1326828,924825,530813,796015,1180423,1043056,39705,25866,1630314,186889
52202021,5220,M2326,2021,2021M2326,0,0,0,0,1,0,1,0,0.51027262,1.727344633,14.09830169,0.75938931,0.033803929,0.018356562,,1489975,1326828,677044,812931,1007579,1180423,44852,24356,1404212,135911
52202022,5220,M2326,2022,2022M2326,0,0,0,0,1,0,1,0,0.398203326,1.331398421,14.2142699,0.654770046,0.031106562,0.015448581,,1433489,1489975,593313,840176,975591,1007579,46348,23018,1118609,114429
52222017,5222,M2324,2017,2017M2324,0,0,0,0,0,0,0,0,0.416697899,6.138835716,13.00113993,0.893129202,0.088357213,0.020084982,,537707,442918,184563,353144,395583,337248,39135,8896,2167893,52203
52222018,5222,M2324,2018,2018M2324,0,0,0,0,0,0,0,0,0.249926075,5.360529811,13.19506908,0.671146182,0.06006803,0.020345653,,544722,537707,134387,410335,360880,395583,32299,10940,2199613,50517
52222019,5222,M2324,2019,2019M2324,0,0,0,0,0,0,1,0,0.585878668,5.601112588,13.20803085,1.045904149,0.073622876,0.021043762,,862199,544722,319141,543058,569727,360880,40104,11463,3041729,140816
52222020,5222,M2324,2020,2020M2324,0,0,0,0,0,0,1,0,0.350187138,4.573836483,13.66724138,0.818877081,0.058058522,0.016627252,,1192507,862199,301931,890576,706035,569727,50058,14336,4073349,164118
52222021,5222,M2324,2021,2021M2324,0,0,0,0,0,0,1,2.833213344,0.277251203,7.299136827,13.99156837,0.768713307,0.039212348,0.012044374,,2309949,1192507,330624,1979325,916696,706035,46761,14363,14447364,246600
52222022,5222,M2324,2022,2022M2324,0,0,0,0,0,0,1,3.610917913,0.169158713,4.698850731,14.652736,0.447914651,0.020002173,0.005487134,,2396979,2309949,390748,2006231,1034660,916696,46204,12675,9426980,249469
52232018,5223,M2325,2018,2018M2325,0,0,0,0,1,0,1,2.944438979,0.409372865,1.199399215,14.57778447,0.708096143,0.016925601,0.03732507,,2373720,2143144,877345,1496375,1517552,1398069,36274,79993,1794751,179907
52232019,5223,M2325,2019,2019M2325,0,0,0,0,1,0,1,3.218875825,0.382572924,1.135943616,14.6799689,0.620712637,0.016741654,0.027970864,,2411943,2373720,908121,1503822,1473398,1517552,39740,66395,1708257,154309
52232020,5223,M2325,2020,2020M2325,0,0,0,0,1,0,1,2.772588722,0.584526666,1.753882303,14.6959432,0.860419587,0.019352447,0.024511359,,3167951,2411943,1409845,1758106,2075283,1473398,46677,59120,3083511,283484
52232021,5223,M2325,2021,2021M2325,0,0,0,0,1,0,1,3.63758616,0.571526832,1.374112567,14.96859556,0.718300567,0.021866184,0.023481739,,3762265,3167951,1810569,1951696,2275541,2075283,69271,74389,2681850,231168
52232022,5223,M2325,2022,2022M2325,0,0,0,0,1,0,1,2.564949357,0.404722953,0.838661488,15.14053173,0.547425553,0.021074805,0.019481615,,3575731,3762265,1522675,2053056,2059560,2275541,79289,73295,1721819,195968
52252017,5225,M2331,2017,2017M2331,0,0,0,0,1,0,1,3.555348061,0.747029314,1.189510257,15.2572349,1.81984612,0,0.037655807,,4690474,4227980,3158425,1532049,7694273,6469043,0,159208,1822388,124944
52252018,5225,M2331,2018,2018M2331,0,0,0,0,1,0,1,2.564949357,0.710972921,0.941109831,15.3610442,1.964354775,0,0.036492687,,5026967,4690474,3334800,1692167,9213755,7694273,0,171168,1592515,247707
52252019,5225,M2331,2019,2019M2331,0,0,0,0,1,0,1,2.63905733,0.682930284,1.839455463,15.43032738,2.094776831,0,0.046308838,,5305483,5026967,3433068,1872415,10530374,9213755,0,232793,3444224,308155
52252020,5225,M2331,2020,2020M2331,0,0,0,0,1,1,1,1.609437912,0.984074965,1.435255771,15.48425137,1.685285769,0,0.035378306,,6402774,5305483,5220993,1181781,8941255,10530374,0,187699,1696158,-676356
52252021,5225,M2331,2021,2021M2331,0,0,0,0,1,0,0,2.564949357,0.730359997,0.790501622,15.67224189,1.470036425,0,0.025792571,,6338677,6402774,4676330,1662347,9412311,8941255,0,165144,1314088,367486
52252022,5225,M2331,2022,2022M2331,0,0,0,0,1,0,1,0,0.550850595,1.008834181,15.66218063,2.020986714,0,0.042750088,,5738505,6338677,3491664,2246841,12810382,9412311,0,270979,2266690,369795
52272017,5227,M2328,2017,2017M2328,0,0,0,0,1,1,0,3.891820298,0.074580043,1.760834456,15.15951753,0.195203028,0.016706495,0.032577391,,3317500,3834377,285968,3031532,748482,1318280,64059,124914,5338026,-208336
52272018,5227,M2328,2018,2018M2328,0,0,0,0,1,1,0,0,0.183744687,2.668354021,15.01472205,0.045424265,0.015130972,0.02531364,,2105011,3317500,609573,1495438,150695,748482,50197,83978,3990358,-1107505
52272019,5227,M2328,2019,2019M2328,0,0,0,0,1,1,0,3.36729583,0.240425822,2.711040492,14.55983125,0.184359607,0.023815553,0.046483843,,1882804,2105011,506099,1376705,388079,150695,50132,97849,3732303,-467771
52272020,5227,M2328,2020,2020M2328,0,0,0,1,1,1,0,2.772588722,0.196863295,2.464395343,14.44827271,0.075794931,0.023389052,0.031218332,,1416066,1882804,370655,1045411,142707,388079,44037,58778,2576306,-679200
52272021,5227,M2328,2021,2021M2328,0,0,0,0,1,1,0,2.564949357,0.422529035,11.83696394,14.16339316,0.220941679,0.035915699,0.058542469,,1095078,1416066,598329,496749,312868,142707,50859,82900,5880000,-558686
52272022,5227,M2328,2022,2022M2328,0,0,0,0,1,1,0,2.197224577,0.535160053,6.490296069,13.90633615,0.646094616,0.069145759,0.112522578,,1300031,1095078,586042,713989,707524,312868,75720,123221,4634000,-398099
52282017,5228,M2328,2017,2017M2328,0,0,0,0,0,1,1,0,0.594741602,1.042310359,14.10905218,0.387133911,0.014885522,0.03041302,,1272190,1341169,797649,474541,519212,551513,19964,40789,494619,-33076
52282018,5228,M2328,2018,2018M2328,0,0,0,0,0,0,0,0,0.593559138,0.914158359,14.05625038,0.40235971,0.016102155,0.031710672,,1251371,1272190,755120,496251,511878,519212,20485,40342,453652,16568
52282019,5228,M2328,2019,2019M2328,0,0,0,0,0,1,1,0,0.587792909,0.915224299,14.03975031,0.342746476,0.017034916,0.029226345,,1202603,1251371,735547,467056,428903,511878,21317,36573,427461,-22066
52282020,5228,M2328,2020,2020M2328,0,0,0,0,1,0,0,0,0.588703837,1.013334487,13.99999893,0.424782742,0.0159662,0.027863726,,1205034,1202603,707977,497057,510845,428903,19201,33509,503685,29343
52282021,5228,M2328,2021,2021M2328,0,0,0,0,1,0,1,0,0.663663432,1.840812657,14.00201834,0.586624942,0.016675048,0.031392475,,1346979,1205034,799737,547242,706903,510845,20094,37829,1007370,57582
52282022,5228,M2328,2022,2022M2328,0,0,0,0,0,0,1,3.295836866,0.495140607,1.180218911,14.11337487,0.511071813,0.015470174,0.029360517,,1347311,1346979,666944,680367,688403,706903,20838,39548,802982,50044
52302017,5230,M2326,2017,2017M2326,0,0,0,0,1,0,1,4.110873864,0.336381949,1.609122279,14.58905361,0.569351657,0.036641057,0.062501615,,2120689,2167432,729085,1391604,1234031,1325700,79417,135468,2239261,145214
52302018,5230,M2326,2018,2018M2326,0,0,0,0,1,0,1,2.197224577,0.336715567,1.001725187,14.56725159,0.570471201,0.034236515,0.067242297,,2054793,2120689,714069,1340724,1209792,1234031,72605,142600,1343037,97037
52302019,5230,M2326,2019,2019M2326,0,0,0,1,1,0,1,0,0.433345354,1.070082647,14.53568567,0.514440627,0.041438724,0.063723694,,2092530,2054793,890435,1202095,1057069,1209792,85148,130939,1286341,40499
52302020,5230,M2326,2020,2020M2326,0,0,0,1,1,1,1,0,0.445673419,1.130331552,14.55388442,0.482191892,0.040640755,0.054936847,,2085345,2092530,932585,1152760,1009001,1057069,85042,114957,1303001,-2985
52302021,5230,M2326,2021,2021M2326,0,0,0,0,1,0,1,1.945910149,0.462139838,1.265928212,14.55044487,0.56107119,0.045274043,0.056562343,,2135808,2085345,963721,1172087,1170027,1009001,94412,117952,1483778,58846
52302022,5230,M2326,2022,2022M2326,0,0,0,0,1,1,1,2.564949357,0.500170427,0.93655101,14.57435559,0.56272193,0.046247135,0.057988359,,2223905,2135808,1068268,1155637,1201866,1170027,98775,123852,1082313,-15004
52342017,5234,M2326,2017,2017M2326,0,0,0,0,1,0,1,2.772588722,0.363498023,2.732274925,14.97524711,1.228383117,0.10533277,0.034852229,,3476356,3189093,1159229,2317127,3917428,3620275,335916,111147,6331028,472983
52342018,5234,M2326,2018,2018M2326,0,0,0,0,1,0,1,4.727387819,0.358220504,3.610373162,15.06149518,1.269353599,0.116705251,0.047820764,,3891149,3476356,1245302,2645847,4412725,3917428,405709,166242,9552495,655535
52342019,5234,M2326,2019,2019M2326,0,0,0,0,1,0,1,4.369447852,0.332991104,3.344243296,15.17421504,1.164396686,0.110204467,0.053134177,,4078404,3891149,1295718,2782686,4530841,4412725,428822,206753,9305979,650421
52342020,5234,M2326,2020,2020M2326,0,0,0,0,1,0,1,4.49980967,0.355227437,3.031436956,15.22121629,1.053378478,0.103448555,0.048321844,,4349169,4078404,1448761,2900408,4296103,4530841,421905,197076,8792404,631304
52342021,5234,M2326,2021,2021M2326,0,0,0,0,1,0,1,4.060443011,0.363825595,5.1571505,15.28549535,1.037769284,0.101167372,0.048117698,,4649558,4349169,1582339,3067219,4513434,4296103,439994,209272,15818110,680410
52342022,5234,M2326,2022,2022M2326,0,0,0,0,1,0,1,3.610917913,0.333611926,2.264026146,15.35228272,0.836474349,0.095209695,0.040043376,,4500087,4649558,1551148,2948939,3889236,4513434,442683,186184,6676475,426120
52362020,5236,M2324,2020,2020M2324,0,0,0,0,1,0,1,0,0.446677054,4.925089416,14.05265563,1.438861651,0.15531486,0.140889459,,1876114,1267625,566219,1309895,1823937,946453,196881,178595,6451350,467669
52362021,5236,M2324,2021,2021M2324,0,0,0,0,1,0,1,3.295836866,0.377584731,3.423737682,14.44471317,1.219806472,0.165051804,0.115139592,,3288467,1876114,708392,2580075,2288496,1823937,309656,216015,8833500,635438
52362022,5236,M2324,2022,2022M2324,0,0,0,0,1,0,1,3.218875825,0.134572736,1.60993473,15.00593206,0.468826356,0.086871481,0.02237091,,2920713,3288467,442538,2478175,1541720,2288496,285674,73566,3989700,373317
52432017,5243,M2326,2017,2017M2326,0,0,0,0,1,0,1,4.077537444,0.364546895,1.322624652,16.1907477,1.011539338,0.026997842,0.023075794,,9870086,10753563,3920178,5949908,10877652,10862433,290323,248147,7869495,432100
52432018,5243,M2326,2018,2018M2326,0,0,0,0,1,0,1,4.553876892,0.418664133,0.910307085,16.10501912,1.043500026,0.024804647,0.017940472,,9974931,9870086,4132251,5842680,10299435,10877652,244824,177074,5318633,374727
52432019,5243,M2326,2019,2019M2326,0,0,0,0,1,0,1,3.218875825,0.309642944,1.062311162,16.1155856,1.012764098,0.018976171,0.017297062,,8958450,9974931,3088667,5869783,10102252,10299435,189286,172537,6235536,499593
52432020,5243,M2326,2020,2020M2326,0,0,0,1,1,0,1,2.564949357,0.430310601,1.799104413,16.00810778,1.103978367,0.021837483,0.018770993,,9784434,8958450,3854916,5929518,9889935,10102252,195630,168159,10667822,460937
52432021,5243,M2326,2021,2021M2326,0,0,0,0,1,0,1,3.295836866,0.42417405,1.881086499,16.09630331,1.230775843,0.020434089,0.020965239,,10126008,9784434,4150303,5975705,12042445,9889935,199936,205133,11240818,463781
52432022,5243,M2326,2022,2022M2326,0,0,0,0,1,0,1,3.218875825,0.504457038,1.408679323,16.13061772,1.385692763,0.015043737,0.0189988,,11987175,10126008,5108136,6879039,14031536,12042445,152333,192382,9690360,800915
52442017,5244,M2326,2017,2017M2326,0,0,0,1,1,0,1,0,0.252700676,0.65198556,14.01880562,0.684479131,0.024340764,0.047409326,,1244543,1225434,309668,934875,838784,863821,29828,58097,609525,93652
52442018,5244,M2326,2018,2018M2326,0,0,0,0,1,0,1,0,0.224483204,0.63493132,14.03427895,0.63178934,0.028475513,0.054564607,,1200392,1244543,279379,921013,786289,838784,35439,67908,584780,87391
52442019,5244,M2326,2019,2019M2326,0,0,0,0,1,0,1,0,0.265253351,0.896021297,13.99815873,0.621544462,0.025258416,0.051349892,,1281913,1200392,318408,963505,746097,786289,30320,61640,863321,127216
52442020,5244,M2326,2020,2020M2326,0,0,0,0,1,0,1,0,0.296873501,1.446952299,14.06386405,0.719537129,0.023358839,0.053796162,,1467861,1281913,380566,1087295,922384,746097,29944,68962,1573264,206985
52442021,5244,M2326,2021,2021M2326,0,0,0,0,1,0,1,0,0.305633163,2.673912923,14.1993168,0.846381912,0.035456355,0.05181417,,1713464,1467861,448627,1264837,1242371,922384,52045,76056,3382064,304737
52442022,5244,M2326,2022,2022M2326,0,0,0,0,1,0,1,3.218875825,0.175832699,1.11568369,14.35402761,0.536961383,0.034735483,0.036711597,,1915106,1713464,301283,1613823,920064,1242371,59518,62904,1800516,174485
52452017,5245,M2326,2017,2017M2326,0,0,0,0,0,0,1,4.510859507,0.387933239,3.752883105,14.33285509,1.194761819,0.066312106,0.035168789,,1878280,1677567,650784,1227496,2004293,1672058,111243,58998,4606649,277637
52452018,5245,M2326,2018,2018M2326,0,0,0,0,0,0,1,4.077537444,0.445376089,1.884674816,14.44586702,0.899824307,0.067755606,0.035835978,,1947712,1878280,836541,1111171,1690122,2004293,127264,67310,2094196,139492
52452019,5245,M2326,2019,2019M2326,0,0,0,0,0,0,1,0,0.385076438,1.29527127,14.48216591,0.696035656,0.052907719,0.022389861,,1800723,1947712,750018,1050705,1355677,1690122,103049,43609,1360948,15817
52452020,5245,M2326,2020,2020M2326,0,0,0,0,0,0,1,2.708050201,0.292656894,1.647646747,14.40369881,0.748401059,0.068474163,0.016125745,,1647889,1800723,526994,1120895,1347663,1355677,123303,29038,1846839,89536
52452021,5245,M2326,2021,2021M2326,0,0,0,0,0,0,1,2.772588722,0.322613356,3.195604654,14.31500563,0.88228394,0.08134043,0.020261073,,1712835,1647889,531631,1181204,1453906,1347663,134040,33388,3774661,197858
52452022,5245,M2326,2022,2022M2326,0,0,0,0,0,0,1,2.564949357,0.41662215,1.895416253,14.35366045,0.829368853,0.070102491,0.025303079,,1928899,1712835,713605,1215294,1420572,1453906,120074,43340,2303488,176573
52512017,5251,M2326,2017,2017M2326,0,0,0,0,1,1,1,0,0.177227169,1.020288324,13.63745031,0.436866406,0.054208906,0.043631675,,905455,836892,148320,757135,365610,647197,45367,36515,772496,-33313
52512018,5251,M2326,2018,2018M2326,0,0,0,1,1,1,1,0,0.130833669,0.779486234,13.71619286,0.433525686,0.041935822,0.095301257,,807455,905455,118464,688991,392538,365610,37971,86291,537059,-54783
52512019,5251,M2326,2019,2019M2326,0,0,0,0,1,1,0,0,0.117890161,0.77418217,13.6016426,0.414278195,0.057557387,0.093142033,,721727,807455,95191,626536,334511,392538,46475,75208,485053,-52626
52512020,5251,M2326,2020,2020M2326,0,0,0,0,1,1,0,0,0.133416098,0.901984908,13.48940223,0.286895183,0.047325374,0.092967285,,638431,721727,96290,542141,207060,334511,34156,67097,489003,-55011
52512021,5251,M2326,2021,2021M2326,0,0,0,0,1,1,0,0,0.15640218,1.446432875,13.36676888,0.304781566,0.040198549,0.101104113,,560405,638431,99852,460553,194582,207060,25664,64548,666159,-77562
52512022,5251,M2326,2022,2022M2326,0,0,0,0,1,1,0,0,0.191085019,1.878813292,13.23641502,0.548000107,0.04171269,0.097579429,,560204,560405,107085,453119,307102,194582,23376,54684,851326,-19140
52582017,5258,M2325,2017,2017M2325,0,0,0,1,1,0,1,3.610917913,0.567191502,1.199797839,14.91248684,0.871818132,0.076891025,0.048267234,,3252013,2995096,1698793,1553220,2611179,3173078,230296,144565,1863550,82414
52582018,5258,M2325,2018,2018M2325,0,0,0,1,1,1,1,0,0.530417314,0.902004106,14.99478475,0.715780656,0.096281595,0.064254663,,3055143,3252013,1724924,1330219,2327728,2611179,313109,208957,1199863,-345074
52582019,5258,M2325,2019,2019M2325,0,0,0,0,1,0,0,0,0.703152357,1.978914713,14.93233696,1.170677772,0.127194046,0.072553396,,3483048,3055143,2148231,1334817,3576588,2327728,388596,221661,2641489,44685
52582020,5258,M2325,2020,2020M2325,0,0,0,0,1,0,0,1.609437912,0.605775459,1.299299097,15.06341833,1.07219711,0.118424437,0.068788601,,3632980,3483048,2109945,1523035,3734514,3576588,412478,239594,1978878,208003
52582021,5258,M2325,2021,2021M2325,0,0,0,0,1,0,1,2.564949357,0.797592885,2.044864183,15.10556381,1.226353021,0.134055238,0.082644826,,4583505,3632980,2897639,1685866,4455316,3734514,487020,300247,3447367,236096
52582022,5258,M2325,2022,2022M2325,0,0,0,0,1,0,1,2.302585093,0.745203071,2.12221451,15.33797455,1.614484112,0.128337593,0.08594449,,6370643,4583505,3415642,2955001,7399996,4455316,588236,393927,6271146,805315
52692017,5269,M2324,2017,2017M2324,0,0,0,0,0,0,1,3.828641396,0.280105467,12.53870345,14.51010269,1.485467514,0.224262217,0.030888835,,2303902,2002892,561021,1742881,2975231,2056711,449173,61867,21853468,432098
52692018,5269,M2324,2018,2018M2324,0,0,0,0,0,0,1,3.295836866,0.386269902,12.89278355,14.65011477,1.615672455,0.215958839,0.031102451,,3218246,2303902,889928,2328318,3722351,2975231,497548,71657,30018500,955847
52692019,5269,M2324,2019,2019M2324,0,0,0,0,0,0,1,3.828641396,0.270209611,15.27967939,14.98434705,1.164026616,0.166198917,0.021910693,,3451089,3218246,869601,2581488,3746124,3722351,534869,70514,39444309,965207
52692020,5269,M2324,2020,2020M2324,0,0,0,0,0,0,1,4.65396035,0.460420464,7.706835909,15.05420039,2.024714518,0.260031833,0.028447252,,15690529,3451089,1588952,14101577,6987470,3746124,897393,98174,108678540,2927912
52692021,5269,M2324,2021,2021M2324,0,0,0,0,0,0,1,4.17438727,0.105298617,7.736886046,16.56856784,0.382970644,0.063035223,0.006446564,,17934809,15690529,1652191,16282618,6009012,6987470,989056,101150,125976760,3193148
52692022,5269,M2324,2022,2022M2324,0,0,0,0,0,0,1,4.736198448,0.138460521,3.035246544,16.70225402,0.292633671,0.063555737,0.00507488,,17794665,17934809,2483263,15311402,5248329,6009012,1139860,91017,46473880,2617361
52722017,5272,M2324,2017,2017M2324,0,0,0,0,1,0,1,0,0.269880448,2.293267502,13.94161972,0.760160824,0.197740491,0.042161272,,1332207,1134406,306154,1026053,862331,741569,224318,47828,2353014,92691
52722018,5272,M2324,2018,2018M2324,0,0,0,0,1,1,1,0,0.161390084,1.210858185,14.10234752,0.415280808,0.153106086,0.038877592,,1143558,1332207,215005,928553,553240,862331,203969,51793,1124346,-18542
52722019,5272,M2324,2019,2019M2324,0,0,0,0,1,0,0,0,0.183289348,1.594233557,13.94965501,0.456116786,0.147161753,0.038030428,,1161662,1143558,209602,952060,521596,553240,168288,43490,1517806,12504
52722020,5272,M2324,2020,2020M2324,0,0,0,0,1,1,0,0,0.172489072,1.454899498,13.9653623,0.383083892,0.137867986,0.030975447,,1117570,1161662,200374,917196,445014,521596,160156,35983,1334428,-33447
52722021,5272,M2324,2021,2021M2324,0,0,0,0,1,0,0,0,0.197112485,2.012967714,13.92666724,0.518757662,0.151763201,0.031330476,,1305058,1117570,220287,1084771,579748,445014,169606,35014,2183609,52520
52722022,5272,M2324,2022,2022M2324,0,0,0,0,1,0,1,0,0.145929146,1.333687923,14.08175804,0.390252387,0.125694797,0.030902075,,1283728,1305058,190446,1093282,509302,579748,164039,40329,1458097,48244
52742017,5274,M2324,2017,2017M2324,0,0,0,0,1,0,1,5.176149733,0.223336628,11.72636549,14.77915309,0.722636384,0.110872504,0.021084019,,2663363,2621227,585416,2077947,1894194,1345678,290622,55266,24366766,531366
52742018,5274,M2324,2018,2018M2324,0,0,0,0,1,0,1,4.718498871,0.18913494,8.600573652,14.79510017,0.808571344,0.122770723,0.02546292,,2832675,2663363,503735,2328940,2153519,1894194,326983,67817,20030220,685922
52742019,5274,M2324,2019,2019M2324,0,0,0,0,1,0,1,4.077537444,0.27730255,12.44878495,14.85673205,0.877013777,0.135155286,0.021967575,,3418894,2832675,785508,2633386,2484295,2153519,382851,62227,32782456,831185
52742020,5274,M2324,2020,2020M2324,0,0,0,0,1,0,1,4.718498871,0.206778566,19.59557582,15.04482766,0.896065219,0.139586954,0.016915412,,3710632,3418894,706954,3003678,3063552,2484295,477233,57832,58858800,1004689
52742021,5274,M2324,2021,2021M2324,0,0,0,0,1,0,1,4.634728988,0.272319109,34.55114706,15.12671277,0.980326801,0.136441178,0.01687664,,4556682,3710632,1010476,3546206,3637632,3063552,506283,62623,122525485,1312925
52742022,5274,M2324,2022,2022M2324,0,0,0,0,1,0,1,4.65396035,0.315844511,14.20014167,15.33210529,1.143403907,0.137763179,0.020857062,,5926954,4556682,1439203,4487751,5210128,3637632,627743,95039,63726700,2105614
52762017,5276,M9900,2017,2017M9900,0,0,0,0,1,0,1,0,0.187827326,1.433127234,13.67308718,0.873202084,0.004991617,0.021513882,,726539,867254,162894,563645,757288,944412,4329,18658,807775,9681
52762018,5276,M9900,2018,2018M9900,0,0,0,0,1,0,1,0,0.182465084,0.746193157,13.49604744,0.814231583,0.004793962,0.017436091,,691036,726539,132568,558468,591571,757288,3483,12668,416725,24440
52762019,5276,M9900,2019,2019M9900,0,0,0,0,1,1,1,0,0.191416945,0.865910188,13.4459472,0.793763277,0.004938961,0.013786547,,650026,691036,132276,517750,548519,591571,3413,9527,448325,-11651
52762020,5276,M9900,2020,2020M9900,0,0,0,0,1,0,0,0,0.48316375,1.18104523,13.38476764,0.950400446,0.006899724,0.014036362,,827449,650026,314069,513380,617785,548519,4485,9124,606325,7407
52762021,5276,M9900,2021,2021M9900,0,0,0,0,1,0,0,0,0.348821498,1.164120426,13.62610275,0.952617019,0.004290295,0.012782661,,812869,827449,288632,524237,788242,617785,3550,10577,610275,22801
