KEY,Code,Industry,YEAR,RPA,TMP,POST,Asset,Asset_1,Debt,Equity,CA,CL,SLTD,PPE,Cash,S,S_1,S_2,OPCOST,EXP,RD,ADV,RE,EBIT,OCF,NI_Ctd,CYCLE,CYCLE_1,MV,COGS,INV,INV_1,INST_1,BIG4
14602022,1460,M1400,2022,1,0,1,14977520,14607752,7922806,7054714,8666007,6383913,6019801,5625211,547231,9807785,10006733,7343877,8115340,1598244,238475,780568,504462,245222,337321,21842,293.41,260.68,4925019,8115340,6148768,5721143,0.4994,1
14632017,1463,M1400,2017,0,0,0,3078563,3700595,333557,2745006,1931301,231968,0,415204,480582,1720639,2117108,509729,892772,211111,12813,69793,720532,712350,518830,684403,255.53,314.11,4227739,892772,332222,814770,0.1928,1
14632018,1463,M1400,2018,0,0,0,2704801,3078563,271701,2433100,1550377,172364,0,424927,450475,972877,1720639,2117108,620503,123365,13599,18988,471721,328605,604419,308044,127.14,255.53,2183177,620503,152829,332222,0.23,1
14632019,1463,M1400,2019,0,0,0,2560716,2704801,250558,2310158,1349006,134977,0,423721,420759,553776,972877,1720639,435397,104606,14783,13815,344712,135890,270946,121338,143.39,127.14,2252484,435397,178176,152829,0.243,1
14632020,1463,M1400,2020,0,0,0,2634240,2560716,386403,2247837,1404820,271662,2000,429667,392542,441609,553776,972877,356858,76388,9097,16204,294820,67615,147087,61102,193.96,143.39,2373772,356858,201576,178176,0.2021,1
14632021,1463,M1400,2021,0,0,0,2741683,2634240,459464,2282219,1458790,339974,0,431459,223377,456564,441609,553776,385595,72103,9857,13529,322571,101216,-58532,82450,238.78,193.96,2460406,385595,301630,201576,0.2308,1
14632022,1463,M1400,2022,0,0,0,2825093,2741683,503524,2321569,1453250,376289,2000,460491,253973,495932,456564,441609,419379,71987,9314,11908,327126,90763,141412,68879,329.39,238.78,2477732,419379,431047,301630,0.2841,1
14642017,1464,M1400,2017,0,0,0,14001956,11092243,8371798,5630158,7420617,6226799,6631130,5413294,1596151,7933432,7550482,7127904,6440099,1054673,172499,508480,844591,521118,-156420,414561,158.14,151.33,8431038,6440099,2400013,1981349,0.3989,1
14642018,1464,M1400,2018,0,0,0,16623981,14001956,11402772,5221209,8809060,10038471,9565396,6035382,729832,9132401,7933432,7550482,7668062,1231956,227356,563359,730145,457750,-293169,253759,161.99,158.14,6607659,7668062,2838034,2400013,0.4324,1
14642019,1464,M1400,2019,0,0,0,18783648,16623981,12515467,6268181,10734417,8936691,10416585,6279836,1343347,10919724,9132401,7933432,8865307,1308274,231949,576654,1099925,872953,603988,614463,161.32,161.99,10017918,8865307,3350147,2838034,0.4632,1
14642020,1464,M1400,2020,0,0,0,17847430,18783648,12392647,5454783,10170682,9108544,10749220,5922156,1223480,8594659,10919724,9132401,7350952,1231143,208459,471947,523605,-114085,603021,-206633,203.57,161.32,7152909,7350952,3210797,3350147,0.4802,1
14642021,1464,M1400,2021,0,0,0,19131909,17847430,13732986,5398923,11745903,8960845,11748400,5561614,1045569,10475685,8594659,10919724,8871900,1279974,230732,543464,696207,346367,112919,195922,178.33,203.57,6037671,8871900,4151693,3210797,0.5195,1
14642022,1464,M1400,2022,0,0,0,18333178,19131909,12616261,5716917,9954277,7052967,10087451,4933403,1351927,12277001,10475685,8594659,10494287,1633830,207769,703478,1069695,680154,1874538,406232,161.76,178.33,5403138,10494287,3838511,4151693,0.5154,1
14652017,1465,M1400,2017,0,0,0,2434297,2564411,356822,2077475,1751120,322944,0,584848,214083,1874161,1955078,2305028,1683493,206463,5819,56309,300655,32300,96611,34606,127.07,138.03,1574826,1683493,608472,490256,0.2281,0
14652018,1465,M1400,2018,0,0,0,2383689,2434297,417104,1966585,2083165,396686,0,245217,215818,697152,1874161,1955078,606604,88170,6280,53968,268306,28401,147588,24287,263.68,127.07,1476400,606604,237704,608472,0.2326,0
14652019,1465,M1400,2019,0,0,0,2291661,2383689,380837,1910824,1929834,216478,50000,296564,906577,709203,697152,1874161,663519,215722,7144,48552,601900,-152120,5130,-287423,137.31,263.68,1580007,663519,191862,237704,0.1554,0
14652020,1465,M1400,2020,0,0,0,1917878,2291661,206465,1711413,701945,131877,0,282523,34744,425282,709203,697152,386665,55505,5033,36905,422470,-36217,-54439,-25072,203.65,137.31,1414236,386665,148846,191862,0.1751,0
14652021,1465,M1400,2021,0,0,0,1825244,1917878,207444,1617800,621642,139434,0,422102,83931,441525,425282,709203,408776,63667,4900,38133,295985,-93350,-194386,-95903,171.93,203.65,1305448,408776,143575,148846,0.192,0
14652022,1465,M1400,2022,0,0,0,2002003,1825244,317956,1684047,719739,244943,60000,441594,223016,611734,441525,425282,527470,86377,3829,47453,362178,101317,96366,96750,140.9,171.93,1434957,527470,169884,143575,0.2051,0
14662017,1466,M1400,2017,1,0,0,3685721,3597108,1945565,1740156,1583530,981208,1220282,1870703,78257,3966172,3676208,4068290,3695367,244063,27391,158429,181900,22109,114449,-2961,79.71,91.96,1345000,3695367,782006,653051,0.1858,0
14662018,1466,M1400,2018,1,0,0,3675224,3685721,2031891,1643333,1614486,1142141,1294515,1794350,76853,4106559,3966172,3676208,3967842,238772,35678,133083,82650,-89192,76884,-104434,78.44,79.71,1133801,3967842,816939,782006,0.2202,0
14662019,1466,M1400,2019,1,0,0,3402202,3675224,1859948,1542254,1385408,668422,1375195,1726548,45727,3293851,4106559,3966172,3062541,237081,40872,132034,-17716,-89757,63346,-99040,96.97,78.44,840347,3062541,642648,816939,0.2282,0
14662020,1466,M1400,2020,1,1,1,3420333,3402202,1840736,1579597,1355121,619957,1252507,1707105,349375,2635433,3293851,4106559,2353748,266935,46937,135197,19754,65893,604078,40489,106.58,96.97,2167562,2353748,463543,642648,0.2275,0
14662021,1466,M1400,2021,1,1,1,3684929,3420333,1928701,1756228,1768408,1152412,1168891,1657754,364478,3570655,2635433,3293851,2949298,383531,53270,222487,200346,218552,167276,178200,80.99,106.58,1695144,2949298,707459,463543,0.2419,0
14662022,1466,M1400,2022,1,1,1,3487291,3684929,1891398,1595893,1516926,841998,1436264,1786914,225398,2785426,3570655,2635433,2614571,289993,48756,160408,57897,-37200,19799,-66744,117.45,80.99,1345000,2614571,771823,707459,0.2169,0
14672017,1467,M1400,2017,0,0,0,7072911,6756343,4596612,2476299,3824938,2798664,3322797,2364498,1073881,7259347,7109396,6891698,5833771,1348706,0,0,288860,96589,146746,-70166,94.92,104.75,2428526,5833771,1218331,1264204,0.2425,1
14672018,1467,M1400,2018,0,0,0,7106634,7072911,4571530,2535104,4223367,3047731,3061165,2248269,870864,7417890,7259347,7109396,6103195,1377883,0,0,228457,140822,-104114,-43749,89.2,94.92,2121306,6103195,1421077,1218331,0.2147,1
14672019,1467,M1400,2019,0,0,0,6985119,7106634,4415956,2569163,3766623,2726369,3039636,2268622,843457,6949284,7417890,7259347,5770797,1239345,72392,581413,307142,62185,131873,-172458,96.12,89.2,1999821,5770797,1313042,1421077,0.2235,1
14672020,1467,M1400,2020,0,0,0,8112920,6985119,4780920,3332000,4274305,3020975,2971272,2074710,1368318,8598587,6949284,7417890,6382107,1783919,57702,1002826,473640,362969,709204,164775,81.34,96.12,4649118,6382107,1328599,1313042,0.3004,1
14672021,1467,M1400,2021,0,0,0,8618265,8112920,5511496,3106769,4553513,3413041,3677502,1984873,1343026,6637936,8598587,6949284,5311863,1232039,56694,667571,281648,168581,-333873,-42755,106.2,81.34,3317461,5311863,1495212,1328599,0.2979,1
14672022,1467,M1400,2022,0,0,0,8656489,8618265,5437534,3218955,4563640,2967932,3927020,1936570,2144613,6129220,6637936,8598587,4828337,1270260,77898,587327,259608,145284,656485,-41674,111.13,106.2,2593226,4828337,1250817,1495212,0.2967,1
14682017,1468,M1400,2017,0,0,0,2320282,2424954,1305618,1014664,1193578,747955,1011986,540835,199112,599466,576532,582285,553557,149774,7042,29969,-701705,-81381,-44925,-102701,495.38,635.73,1644151,553557,763521,801959,0.532,1
14682018,1468,M1400,2018,0,0,0,2479837,2320282,1418658,1061179,1423358,614756,1080655,524275,359697,921039,599466,576532,782171,164958,13179,35547,-662134,66490,57636,40703,349.73,495.38,1644151,782171,790823,763521,0.5323,1
14682019,1468,M1400,2019,0,0,0,2585349,2479837,1403754,1181595,1337156,708768,1015892,761615,427520,1009744,921039,599466,950515,112394,7283,26430,-611948,78652,123119,51994,277.04,349.73,1612070,950515,712517,790823,0.5338,1
14682020,1468,M1400,2020,0,0,0,2867261,2585349,1609263,1257998,1498659,840093,1076594,850376,722628,961757,1009744,921039,843871,120193,7262,23822,-574529,71188,213366,45183,269.65,277.04,2406075,843871,660412,712517,0.5335,1
14682021,1468,M1400,2021,0,0,0,3432779,2867261,2222958,1209821,2201849,1622540,1600452,666711,416125,1139750,961757,1009744,1010093,131715,5474,27321,-565592,46432,-485022,14018,296.3,269.65,2109326,1010093,1210115,660412,0.5336,1
14682022,1468,M1400,2022,0,0,0,2629275,3432779,1402038,1227237,1397198,1250254,739515,677635,183657,1412468,1139750,961757,1394289,122175,3012,31919,-529344,58573,298430,35816,260.65,296.3,2157447,1394289,1054150,1210115,0.5337,1
