Mkey,Key,YEAR,Trade,Industry,RPA,POST_RPA,POST,BIG4,SEO,INST,SG,CYCLE,CL,ZSCORE,INSTt,MS,LGTA,BM.x,LEV,OCF,MTB,Age,ESG,RD,ADV,NOA,Code,YICounts,Year.y,Equity,Asset,PPE,NI_Ctd,NI_Ctd_1,NI,NI_1,EBITDA,EBITDA_1,OCF.y,S,AR,Asset_1,S_1,AR_1,S_2,EXP,PROD,DA,DA1,DA2,ABCFO,ABPROD,ABEXP,AC,A1,A21,A2,A3,A4,A6,ROA,Median_ROA,ADJROA,CFO,R1,R2,R3,R4,R5
13032020,13262020,2020,TSE,M1300,0,0,0,1,0,0.838,-0.24512923,70.1,0.138116054,3.628099093,0.7995,0.270321986,20.09181645,0.884848677,0.256417189,0.086895438,1.130136741,4.060443011,55.55,0,0.035021385,0.858066469,1326,25,2020,395452529,531820428,127268960,21554193,33244103,21017161,31189676,43096420,57423090,46212769,253294668,33504381,550549017,315384595,28093474,407859765,0.02580778,0.391502185,-0.066487751,-0.066884002,-0.044671519,0.024506718,-0.014437669,-0.018623896,-0.044789066,1.82E-09,-0.1127782,-0.122606402,0.231167355,0.039150361,0.083939427,0.039150361,0.039728756,-0.000578394,0.083939427,1.82E-09,0.460076506,-0.1127782,-0.167969004,0.572854706
13032021,13262021,2021,TSE,M1300,0,0,1,1,0,0.7995,0.307582583,75.36,0.141919793,3.546723194,0.7995,0.266484099,20.20967852,1.028225018,0.257985355,0.06472719,0.972549765,4.060443011,55.77,0,0.035102601,0.985290381,1326,25,2021,443980954,598345271,130897801,42707431,21554193,42793814,21017161,69200760,43096420,38729208,365812098,37105260,531820428,253294668,33504381,315384595,0.035736954,0.61397866,-0.036774534,-0.037533009,-0.037016925,0.048869898,-0.011818319,-0.011678996,0.007480388,1.88E-09,0.211570342,0.204799487,0.246131578,0.080304232,0.072823844,0.080304232,0.065325152,0.01497908,0.072823844,1.88E-09,0.687848903,0.211570342,-0.116749797,0.476278561
13032022,13262022,2022,TSE,M1300,0,0,1,1,0,0.7995,0.037074473,58.73,0.210518117,2.819134794,0.7887,0.297792682,20.1354487,0.949326602,0.327937887,0.058919854,1.053378256,4.060443011,59.05,0,0.031597121,0.802379907,1326,25,2022,373356464,555538628,142848941,9203861,42707431,9131703,42793814,29851437,69200760,32732255,379896563,30059576,598345271,365812098,37105260,253294668,0.030130488,0.615683176,-0.00868085,-0.006558324,-0.006498375,0.005646302,0.042919939,-0.014193947,-0.039322437,1.67E-09,0.023539026,0.035314308,0.238739985,0.015382191,0.054704627,0.015382191,0.002687803,0.012694387,0.054704627,1.67E-09,0.63491195,0.023539026,0.188047663,0.611372924
14022017,14092017,2017,TSE,M1400,0,0,0,1,0,0.5816,0.065482997,82.9,0.688077685,0.361634645,0.5841,0.06867451,18.78848421,2.623514184,0.755160386,0.019146353,0.381168132,4.025351691,55.82,0.010299084,0.02072029,0.358955159,1409,48,2017,35368505,144455811,21230695,1129706,954566,1145817,924158,3529936,3103732,2765802,36062140,8174976,131020911,33700683,6405968,36368903,0.022401195,0.236318713,0.016029095,0.011644174,0.029630724,-0.002868794,-0.015079127,-0.007228499,-0.012487289,7.63E-09,0.018023512,0.00452179,0.162040508,0.008622334,0.021109623,0.008622334,0.020275882,-0.011653548,0.021109623,7.63E-09,0.275239576,0.018023512,-0.020364841,0.257216064
14022018,14092018,2018,TSE,M1400,0,0,0,1,0,0.5841,0.135241084,69.32,0.675577363,0.490732716,0.5942,0.073226949,18.78438123,2.237066127,0.743055259,0.03304747,0.447014055,4.025351691,58.79,0.008528353,0.018249287,0.328417166,1409,49,2018,36965182,143864326,20186685,2862093,1129706,2890804,1145817,5719739,3529936,4754352,41701958,7531831,144455811,36062140,8174976,33700683,0.022137524,0.252999203,-0.014648881,-0.014287247,-0.004805011,0.006217732,0.006386777,-0.013079164,-0.013099224,6.92E-09,0.039041822,0.043494014,0.139742976,0.019812931,0.032912155,0.019812931,0.020052247,-0.000239316,0.032912155,6.92E-09,0.288683146,0.039041822,0.016347262,0.249641325
14022019,14092019,2019,TSE,M1400,0,0,1,1,0,0.5942,-0.116308982,66.45,0.678742205,0.426118705,0.6479,0.065722623,18.87292022,2.659433893,0.757117628,0.030316186,0.376019875,4.025351691,62.77,0.008416253,0.019229915,0.335850202,1409,49,2019,38176939,157182832,19221989,2251393,2862093,2138776,2890804,5002315,5719739,4765184,37357003,7745691,143864326,41701958,7531831,36062140,0.021815645,0.223122576,-0.052193926,-0.052694023,-0.026354768,0.014119094,-0.007790216,-0.015325739,-0.017473345,6.95E-09,-0.030201754,-0.031688294,0.133611921,0.015649418,0.033122763,0.015649418,0.014462158,0.00118726,0.033122763,6.95E-09,0.259668286,-0.030201754,0.039202338,0.28987004
14022020,14092020,2020,TSE,M1400,0,0,1,1,0,0.6479,-0.195076778,84.77,0.656729991,0.440018836,0.6386,0.065225207,18.97430329,1.387301179,0.757607371,-0.029985303,0.720824011,4.025351691,63.68,0.009907393,0.026810896,0.384818922,1409,50,2020,42165245,173954320,17372107,1598225,2251393,2244425,2138776,4413459,5002315,-5216073,31259082,17906737,157182832,37357003,7745691,41701958,0.020852296,0.144251225,0.042166705,0.066035265,0.061457714,-0.052244957,-0.022362385,-0.008783219,0.043352686,6.36E-09,-0.038795083,-0.10343984,0.110521657,0.010167936,-0.03318475,0.010167936,0.004215592,0.005952344,-0.03318475,6.36E-09,0.198870841,-0.038795083,-0.027642682,0.237665924
14022021,14092021,2021,TSE,M1400,0,0,1,1,0,0.6386,0.279861204,112.57,0.661295927,0.567050389,0.598,0.075131317,19.09378636,1.80906422,0.763722323,-0.013050851,0.552771974,4.025351691,67.86,0.008728403,0.040421223,0.421671666,1409,51,2021,46317888,196031587,18628275,4775832,1598225,4900083,2244425,7879920,4413459,-2558379,43407024,19677866,173954320,31259082,17906737,37357003,0.027090509,0.198991661,-0.012689884,-0.011149168,0.009544416,-0.010764555,-0.034146947,0.023370058,0.042161707,5.75E-09,0.069834092,0.059652517,0.107087165,0.027454518,-0.014707189,0.027454518,0.027212733,0.000241785,-0.014707189,5.75E-09,0.249531164,0.069834092,-0.035054726,0.179697072
14022022,14092022,2022,TSE,M1400,0,0,1,1,0,0.598,0.019725288,103.08,0.631499283,0.590132751,0.6086,0.070141913,19.01803854,1.761825133,0.746450214,0.013616719,0.56759322,4.025351691,63.55,0.008941888,0.041422122,0.368863391,1409,51,2022,46077875,181731074,20374003,3620488,4775832,3564214,4900083,6931409,7879920,2474581,44280469,16591123,196031587,43407024,19677866,31259082,0.023699227,0.182732643,0.016662362,0.014304066,0.016249496,0.003003328,-0.042775734,-0.007097818,0.005845522,5.10E-09,0.004455634,0.020201785,0.103932245,0.018468901,0.012623379,0.018468901,0.022029319,-0.003560418,0.012623379,5.10E-09,0.225884357,0.004455634,0.061969309,0.221428723
14662017,14172017,2017,TSE,M1400,0,0,0,1,0,0.2088,-0.461702253,243.19,0.194425951,1.342491885,0.2043,0.003869863,15.32855673,1.377271529,0.224506727,0.059420673,0.726073239,3.988984047,42.55,0,0.271011205,0.653727159,1417,48,2017,3521159,4540541,939903,-458939,-170959,-484610,-295385,-371974,-92638,269802,2032130,172605,5184432,2970369,283410,3552482,0.152908554,0.234844048,-0.150772873,-0.158763155,-0.066766778,0.038392719,-0.04907836,0.088621091,-0.140563325,0.000000193,-0.18097238,-0.15959974,0.181293341,-0.088522523,0.052040802,-0.088522523,0.020275882,-0.108798405,0.052040802,0.000000193,0.391967722,-0.18097238,-0.11228096,0.572940102
14662018,14172018,2018,TSE,M1400,0,0,0,1,0,0.2043,-0.35506048,256.68,0.161504516,1.607078282,0.2078,0.002633342,15.24739831,1.212198162,0.192653935,-0.003077919,0.824947629,3.988984047,42.49,0.014860702,0.314568635,0.716540826,1417,49,2018,3380031,4186595,1017278,-233568,-458939,-306099,-484610,-130120,-371974,-12886,1499660,137233,4540541,2032130,172605,2970369,0.139444397,0.229855429,-0.033302398,-0.036285364,-0.003659288,-0.021265377,-0.027873857,0.086630352,-0.048602578,0.00000022,-0.117270167,-0.109479906,0.224043346,-0.051440566,-0.002837988,-0.051440566,0.020052247,-0.071492813,-0.002837988,0.00000022,0.330282228,-0.117270167,-0.206635949,0.447552395
14662019,14172019,2019,TSE,M1400,0,0,0,1,0,0.2078,-0.066878573,231.49,0.257776601,2.568170272,0.2092,0.00247298,15.29347599,1.342776299,0.284848576,-0.00840234,0.744725686,3.988984047,43.65,0.009679494,0.330551232,0.653594628,1417,49,2019,3135236,4384017,989442,317339,-233568,-178340,-306099,457487,-130120,-36836,1405652,142425,4186595,1499660,137233,2032130,0.148220929,0.230785161,0.078022601,0.077657091,0.043831963,-0.027224685,-0.065344018,0.102368516,0.084597388,0.000000239,-0.022454525,-0.023694673,0.236335733,0.075798829,-0.008798558,0.075798829,0.014462158,0.061336671,-0.008798558,0.000000239,0.335750652,-0.022454525,-0.127184502,0.358205176
14662020,14172020,2020,TSE,M1400,0,0,1,1,0,0.2092,-0.356978537,203.18,0.138364868,2.874979854,0.2471,0.002161444,14.96198719,0.875827895,0.187005435,-0.008140231,1.141776833,3.988984047,42.26,0.012645421,0.406897012,0.500433278,1417,50,2020,2558563,3147085,890809,-266431,317339,-271345,-178340,-131141,457487,-25618,1035869,104284,4384017,1405652,142425,1499660,0.132775945,0.123619959,-0.035588168,-0.036069438,0.014628071,-0.025359466,-0.077725334,0.093120768,-0.05492976,0.000000228,-0.084347985,-0.075647973,0.203194696,-0.060773259,-0.005843499,-0.060773259,0.004215592,-0.064988851,-0.005843499,0.000000228,0.236283071,-0.084347985,-0.021443348,0.320631056
14662021,14172021,2021,TSE,M1400,0,0,1,1,0,0.2471,0.216702232,183.16,0.290187975,2.234704501,0.2415,0.002288964,15.19795527,1.406638874,0.32612154,-0.119874337,0.71091452,3.988984047,45.69,0.003007306,0.358741302,0.925936224,1417,51,2021,2685157,3984631,874725,89005,-266431,87911,-271345,161632,-131141,-477655,1322446,343188,3147085,1035869,104284,1405652,0.192085692,0.329477596,0.157175616,0.155956584,0.138465726,-0.148089804,-0.063270176,0.143359631,0.180058689,0.000000318,0.091061093,0.015148304,0.277947688,0.028281727,-0.151776962,0.028281727,0.027212733,0.001068995,-0.151776962,0.000000318,0.420212991,0.091061093,-0.117500163,0.329151898
14662022,14172022,2022,TSE,M1400,0,0,1,1,0,0.2415,0.125043502,226.66,0.367075607,1.726146431,0.2428,0.00239418,15.31920877,1.034842751,0.398734943,-0.030270365,0.966330391,3.988984047,41.02,0.002670298,0.307745187,0.743410118,1417,51,2022,2704667,4498294,846260,-48476,89005,-6676,87911,57047,161632,-136165,1511442,358205,3984631,1322446,343188,1035869,0.150757498,0.28986147,0.049603076,0.049111161,0.058408113,-0.06908569,-0.04491448,0.09947799,0.022006806,0.000000251,0.047431243,0.043662512,0.212381021,-0.012165744,-0.034172549,-0.012165744,0.022029319,-0.034195063,-0.034172549,0.000000251,0.379317934,0.047431243,0.071920587,0.331886692
14602017,14192017,2017,TSE,M1400,0,0,1,1,0,0.8082,0.099718337,131.44,0.266672097,2.549498597,0.8334,0.002833562,16.43839582,0.793046578,0.328587777,-0.015993569,1.260959984,4.219507705,48.87,0,0,0.861495462,1419,48,2017,9248980,13775412,509668,1232439,150610,-131340,156190,1532970,289962,-220318,1487951,218542,12332484,1339575,180364,1113137,0.033397732,0.099182938,0.141221396,0.136721326,0.093110894,-0.030202259,-0.008335831,0.01786831,0.11779922,8.11E-08,0.012031315,0.008935588,0.041327278,0.099934368,-0.017864852,0.099934368,0.020275882,0.079658487,-0.017864852,8.11E-08,0.120652984,0.012031315,0.018361102,0.108621669
14602018,14192018,2018,TSE,M1400,0,0,1,1,0,0.8334,0.07349402,127.07,0.241137951,2.49916539,0.8446,0.002820038,16.32078226,0.754988698,0.312845812,0.013424392,1.324523139,4.219507705,49.06,0.016365698,0.189383313,0.7678754,1419,49,2018,8415499,12246886,564260,278939,1232439,248523,-131340,421711,1532970,164407,1605981,183099,13775412,1487951,218542,1339575,0.031489512,0.087071806,0.004696245,0.004866592,0.007688198,-0.002542348,-0.009738628,0.004857711,0.008314234,7.26E-08,0.008568165,0.011141082,0.040961388,0.02024905,0.011934815,0.02024905,0.020052247,0.000196803,0.011934815,7.26E-08,0.116583156,0.008568165,0.010771075,0.108014991
14602019,14192019,2019,TSE,M1400,0,0,1,1,0,0.8446,0.22922075,123.91,0.231584832,2.261842067,0.8526,0.003665669,16.37418945,0.740002864,0.323529332,0.01121611,1.351346121,4.219507705,46.16,0.013360172,0.173590083,0.901408979,1419,49,2019,8739148,12918739,318639,378820,278939,374888,248523,566058,421711,144898,2083581,209416,12246886,1605981,183099,1487951,0.039311544,0.127060381,-0.050768847,-0.050408103,-0.017400655,-0.003664748,-0.010399734,0.012023842,0.019100529,8.17E-08,0.038997668,0.036848796,0.026017961,0.030931945,0.011831416,0.030931945,0.014462158,0.016469787,0.011831416,8.17E-08,0.170131493,0.038997668,0.009637552,0.131133825
14602020,14192020,2020,TSE,M1400,0,0,1,1,0,0.8526,0.03053769,104.86,0.260106393,2.149407554,0.8525,0.004484548,16.42404447,0.805079411,0.330784127,0.010828015,1.242113494,4.219507705,43.77,0.011029153,0.156917439,0.900610888,1419,50,2020,9087368,13579128,321571,364492,378820,368617,374888,564573,566058,147035,2149213,328492,12918739,2083581,209416,1605981,0.035574138,0.115359169,0.002278013,0.010845948,0.006548458,-0.00223525,-0.01476704,0.011516797,0.01683268,7.74E-08,0.005080372,-0.004136936,0.024891826,0.028214209,0.011381529,0.028214209,0.004215592,0.023998616,0.011381529,7.74E-08,0.166363993,0.005080372,0.036969553,0.161283621
14602021,14192021,2021,TSE,M1400,0,0,1,1,0,0.8525,0.218159244,118.13,0.317508789,1.745554245,0.8451,0.004757975,16.59650913,0.861053764,0.379545061,-0.003849366,1.161367666,4.219507705,48.17,0.009436818,0.13836264,0.902865191,1419,51,2021,10011118,16135125,417013,450883,364492,443769,368617,641812,564573,-62110,2748914,429761,13579128,2149213,328492,2083581,0.038932618,0.172804542,-0.021663228,-0.021817447,-0.006986404,0.003452634,-0.010514573,0.031706414,0.037778052,7.36E-08,0.04416344,0.036705744,0.030709851,0.03320412,-0.004573931,0.03320412,0.027212733,0.005991388,-0.004573931,7.36E-08,0.20243671,0.04416344,0.0048333,0.158273271
14602022,14192022,2022,TSE,M1400,0,0,1,1,0,0.8451,0.179254463,109.92,0.226923834,2.564972679,0.8364,0.005305399,16.63083826,0.934299145,0.296772846,0.016901848,1.070321005,4.219507705,56.31,0.008863672,0.130930475,0.872769253,1419,51,2022,11742942,16698647,630474,2070986,450883,510048,443769,2447393,641812,282238,3349289,349067,16135125,2748914,429761,2149213,0.038313183,0.168006693,0.114121382,0.112354948,0.088694456,0.006506713,-0.033685853,0.008887201,0.110860498,0.000000062,0.037209194,0.042210333,0.039074628,0.128352647,0.017492148,0.128352647,0.022029319,0.106323328,0.017492148,0.000000062,0.207577506,0.037209194,0.037167422,0.170368311
84112017,14372017,2017,TSE,M9900,0,0,0,1,0,0.2358,-0.054830221,54.53,0.071071429,1.18937379,0.2284,0.001380537,16.07754664,1.795004018,0.438088622,0.018544,0.557101817,4.127134385,50.93,0,0.023671924,0.883072652,1437,86,2017,5395822,9602621,12369,310146,430505,216289,179916,481636,615687,178071,548329,20333,9382852,578394,30101,788744,0.010678523,0.017638987,-0.016248393,-0.019129064,-0.002056565,0.006685633,-0.065382783,0.023940104,0.014076211,0.000000107,-0.00320425,-0.002163202,0.001318256,0.033054555,0.018978345,0.033054555,0.033054555,0,0.018978345,0.000000107,0.058439481,-0.00320425,-0.022418557,0.06164373
84112018,14372018,2018,TSE,M9900,0,0,0,1,0,0.2284,0.059582897,72.36,0.018636705,1.204442428,0.2172,0.00137729,16.15213982,1.587319819,0.439942364,0.03905685,0.629992764,4.127134385,50.71,0,0.03474197,0.860823415,1437,87,2018,5794526,10346303,6457,246582,310146,273343,216289,426194,481636,404094,583070,24712,9602621,548329,20333,578394,0.010461727,0.019151854,-0.043856978,-0.039912851,-0.016029957,0.022792501,0.00531066,-0.012583488,-0.016403022,0.000000104,0.003617866,0.003161845,0.000672421,0.025678614,0.042081636,0.025678614,0.039031165,-0.013352551,0.042081636,0.000000104,0.060719881,0.003617866,-0.003130916,0.057102014
84112019,14372019,2019,TSE,M9900,0,0,0,1,0,0.2172,-0.003058704,88.97,0.030019419,1.471725905,0.2194,0.001319952,16.21661794,1.623292894,0.409465366,0.025090821,0.616031773,4.127134385,49.87,0,0.041758702,0.832955308,1437,88,2019,6516780,11035390,4237,294394,246582,243677,273343,452096,426194,276887,581292,9856,10346303,583070,24712,548329,0.014329466,0.015960677,-0.00249802,-0.003075343,0.000493811,0.028059653,-0.010103388,-0.015918737,0.001692102,9.67E-08,-0.000171849,0.001264026,0.000409518,0.028454028,0.026761926,0.028454028,0.024483685,0.003970343,0.026761926,9.67E-08,0.056183547,-0.000171849,0.003357818,0.056355396
84112020,14372020,2020,TSE,M9900,0,0,0,1,0,0.2194,0.039796229,61.27,0.040541652,1.430053184,0.2176,0.001397116,16.23473884,1.345507948,0.430672311,0.026027784,0.743213744,4.127134385,54.42,0,0.04839738,0.814517747,1437,89,2020,6397640,11237184,5178,356977,294394,313254,243677,567545,452096,292479,605384,8276,11035390,581292,9856,583070,0.007904388,0.012950516,-0.014158619,-0.01460363,0.00014722,0.003232541,-0.004165678,-0.040463791,0.005844651,9.06E-08,0.002183158,0.002326334,0.000469218,0.032348381,0.02650373,0.032348381,0.024920576,0.007427805,0.02650373,9.06E-08,0.054858415,0.002183158,-0.000161118,0.052675257
84112021,14372021,2021,TSE,M9900,0,0,1,1,0,0.2176,0.132738621,27.1,0.050189784,1.436957925,0.2067,0.001322835,16.2960152,1.422444837,0.431470412,0.021260634,0.70301496,4.127134385,51.75,0,0.019364189,0.873217525,1437,91,2021,6792389,11947292,1368,458278,356977,331228,313254,676885,567545,254007,698041,15128,11237184,605384,8276,581292,0.009592795,0.036525076,-0.012032365,-0.020195218,-0.015723559,0.032506229,0.012680469,-0.041405803,0.018178131,0.000000089,0.008245571,0.00763581,0.000121739,0.040782281,0.022604151,0.040782281,0.038360356,0.002421925,0.022604151,0.000000089,0.062118855,0.008245571,0.002143954,0.053873284
84112022,14372022,2022,TSE,M9900,0,0,1,1,0,0.2067,0.129481411,94.71,0.079556552,1.381446672,0.2149,0.001380792,16.34766634,1.230621952,0.435023041,0.027128361,0.812597239,4.127134385,59.17,0,0.013605735,0.891704078,1437,90,2022,7107748,12580598,2720,406767,458278,446263,331228,638699,676885,341291,801868,17484,11947292,698041,15128,605384,0.0058548,0.016718517,-0.00449671,-0.005862243,0.000495752,0.042887856,-0.01402454,-0.03434835,0.005480405,8.37E-08,0.008690421,0.008493222,0.000227667,0.034046795,0.02856639,0.034046795,0.027688757,0.006358038,0.02856639,8.37E-08,0.067117134,0.008690421,0.007755481,0.058426713
14542017,14452017,2017,TSE,M1400,0,0,0,1,0,0.2258,-0.041756653,177.13,0.08384568,3.373144865,0.2386,0.003065929,14.61067582,1.821495387,0.158369104,0.023730284,0.548999469,3.988984047,50.84,0.007347337,0.058263783,0.720035777,1445,48,2017,1864050,2214807,962764,12441,62840,-17493,64144,71301,123625,52558,1609971,240076,2299776,1677198,281080,1841748,0.054146143,0.662738458,-0.013085114,-0.008817227,0.00011994,-0.006769451,0.050475911,-0.029371511,-0.017443873,0.000000435,-0.029231977,-0.011402415,0.418633815,0.005409657,0.02285353,0.005409657,0.020275882,-0.014866224,0.02285353,0.000000435,0.700055571,-0.029231977,-0.071550447,0.729287548
14542018,14452018,2018,TSE,M1400,0,0,0,1,0,0.2386,-0.023978706,172.11,0.096576016,3.086169479,0.2535,0.002760842,14.57020758,1.784355814,0.174053006,0.024304091,0.560426341,3.988984047,50.03,0.006404116,0.058523027,0.728178573,1445,49,2018,1756762,2126967,927418,-24156,12441,-24521,-17493,23590,71301,51694,1572270,245417,2214807,1609971,240076,1677198,0.058211393,0.665620977,-0.017120685,-0.017797484,0.001299498,-0.009783695,0.044985186,-0.018160062,-0.034246776,0.000000452,-0.017022251,-0.019433748,0.418735357,-0.010906594,0.023340183,-0.010906594,0.020052247,-0.030958841,0.023340183,0.000000452,0.709890297,-0.017022251,-0.030353435,0.726912548
14542019,14452019,2019,TSE,M1400,0,0,0,1,0,0.2535,-0.147197692,174.35,0.092606444,2.794728222,0.2656,0.002411192,14.52262524,1.441314269,0.174095756,0.054653767,0.693811212,3.988984047,44.54,0.007521902,0.064690255,0.671538863,1445,49,2019,1675042,2028131,880570,-40278,-24156,-40020,-24521,-2592,23590,110845,1370531,181417,2126967,1572270,245417,1609971,0.061524697,0.575669486,-0.027286373,-0.027188447,-0.002919548,0.0234318,0.002255304,-0.014927747,-0.071050938,0.00000047,-0.094848204,-0.06475841,0.414002662,-0.018936824,0.052114114,-0.018936824,0.014462158,-0.033398982,0.052114114,0.00000047,0.644359315,-0.094848204,-0.01772524,0.739207519
14542020,14452020,2020,TSE,M1400,0,0,0,1,0,0.2656,-0.493815602,180.85,0.108342251,3.259709057,0.2844,0.001914393,14.49397396,1.016730009,0.191770848,0.073516108,0.983545279,3.988984047,42.96,0.009816125,0.093915877,0.612705984,1445,50,2020,1592896,1970847,836243,-57906,-40278,-60952,-40020,-33350,-2592,144889,917470,94077,2028131,1370531,181417,1572270,0.057587503,0.392562413,-0.028962662,-0.045791215,-0.03064742,0.035543303,-0.008114705,-0.015890546,-0.099991076,0.000000493,-0.22338843,-0.180324151,0.412321985,-0.02855141,0.071439665,-0.02855141,0.004215592,-0.032767003,0.071439665,0.000000493,0.452372159,-0.22338843,-0.099470399,0.675760589
14542021,14452021,2021,TSE,M1400,0,0,1,1,0,0.2844,0.26845157,200.93,0.100443145,4.449873307,0.3311,0.00217075,14.51384476,0.827317727,0.181059898,-0.075705792,1.20872546,3.988984047,49.04,0.007426556,0.075458399,0.751953855,1445,51,2021,1646398,2010401,814333,-25193,-57906,-31628,-60952,11790,-33350,-152199,1254148,233625,1970847,917470,94077,1370531,0.066896619,0.59816414,0.056373453,0.05852885,0.075447642,-0.08173361,-0.002427706,-0.014491029,0.064442344,0.000000507,0.17082909,0.100022985,0.413189355,-0.012782829,-0.077225173,-0.012782829,0.027212733,-0.039995562,-0.077225173,0.000000507,0.636349752,0.17082909,-0.229881366,0.465520662
14542022,14452022,2022,TSE,M1400,0,0,1,1,0,0.3311,0.170102329,145.08,0.162617369,3.765032796,0.5321,0.00239381,14.57199914,0.614142305,0.233596977,0.065176571,1.628287112,3.988984047,38.78,0.00620894,0.074955268,0.701849532,1445,51,2022,1633037,2130781,803323,10988,-25193,6892,-31628,28618,11790,138877,1511208,195394,2010401,1254148,233625,917470,0.076072883,0.701460057,-0.012453339,-0.009794426,0.000440311,-0.017597966,0.071319168,-0.01018894,-0.063613677,0.000000497,0.127865038,0.146881642,0.399583466,0.005465576,0.069079253,0.005465576,0.022029319,-0.016563742,0.069079253,0.000000497,0.751694811,0.127865038,0.167468082,0.623829773
14742017,14462017,2017,TSE,M1400,0,0,0,1,0,0.4654,-0.749823135,1311.48,0.140869254,1.826486237,0.4692,0.001004041,15.16424427,0.505535832,0.561248619,-0.040024202,1.978099151,3.80666249,46.53,0,0.031706682,0.831588599,1446,48,2017,1690309,3852544,4460,-40499,65176,-40994,77187,-25559,97275,-154195,527239,39531,3830192,922575,26173,877438,0.029579718,0.136602029,0.02707619,0.015320248,0.057612937,-0.041111452,0.064524067,-0.001876375,0.029684152,0.000000261,-0.103215713,-0.106703267,0.001164432,-0.010573621,-0.040257773,-0.010573621,0.020275882,-0.030849503,-0.040257773,0.000000261,0.137653413,-0.103215713,0.011784527,0.240869126
14742018,14462018,2018,TSE,M1400,0,0,0,1,0,0.4692,-0.179175846,2004.87,0.144928998,1.860601462,0.4635,0.000785133,15.14697881,0.423660707,0.572901963,-0.033540652,2.360379387,3.80666249,45.97,0,0.049337433,0.850247525,1446,49,2018,1617249,3786599,3822,-28596,-40499,-28486,-40994,-46510,-25559,-127005,447125,58620,3852544,527239,39531,922575,0.026423319,0.117070434,0.02284416,0.023133567,0.032801968,-0.040389591,0.033769371,-0.005634604,0.0255439,0.00000026,-0.02079509,-0.025749998,0.000992072,-0.007422628,-0.032966528,-0.007422628,0.020052247,-0.027474875,-0.032966528,0.00000026,0.116059674,-0.02079509,-0.102616868,0.136854764
14742019,14462019,2019,TSE,M1400,0,0,0,1,0,0.4635,0.187363122,2270.06,0.496380679,1.76130219,0.455,0.000968,15.27009631,0.399646016,0.63401576,-0.117343719,2.50221436,3.80666249,46.81,0,0.052286833,0.999535995,1446,49,2019,1567404,4282709,9808,290,-28596,288,-28486,15504,-46510,-502549,550215,27539,3786599,447125,58620,527239,0.030156349,0.251252377,0.050230571,0.050893183,0.111856692,-0.140414229,0.130391585,0.000695319,0.132794362,0.000000264,0.027224958,0.035433116,0.002590187,0.0000766,-0.132717777,0.0000766,0.014462158,-0.014385572,-0.132717777,0.000000264,0.145305854,0.027224958,-0.021157244,0.118080895
14742020,14462020,2020,TSE,M1400,0,0,0,1,0,0.455,-0.121612779,2444.72,0.102998738,2.076283785,0.4509,0.001023596,15.22304891,0.371694826,0.623422098,0.030040248,2.690379123,3.80666249,45.83,0,0.073149501,0.859214343,1446,50,2020,1538654,4085885,522,-7438,290,2563,288,-1026,15504,122741,490557,11917,4282709,550215,27539,447125,0.035788563,0.051313082,-0.03655346,-0.034365465,-0.02219677,0.020909916,-0.039166195,0.012463392,-0.030396415,0.000000233,-0.013929968,-0.010282277,0.000121885,-0.001736751,0.028659664,-0.001736751,0.004215592,-0.005952344,0.028659664,0.000000233,0.114543622,-0.013929968,0.024071213,0.12847359
14742021,14462021,2021,TSE,M1400,0,0,0,1,0,0.4509,-1.53877325,3420.49,0.620446331,1.368169354,0.4526,0.000334446,15.28326232,0.347059834,0.646680423,-0.073690139,2.881347543,3.80666249,46.28,0,0.104732285,0.970509694,1446,51,2021,1533219,4339468,1093,-17164,-7438,-20028,2563,2482,-1026,-319776,193226,18865,4085885,490557,11917,550215,0.014415971,0.085412096,0.032273995,0.018708688,0.040223969,-0.054429668,0.039116089,-0.00348442,0.07406278,0.000000245,-0.072770281,-0.074470769,0.000267506,-0.004200803,-0.078263583,-0.004200803,0.027212733,-0.031413536,-0.078263583,0.000000245,0.047291101,-0.072770281,-0.014600998,0.120061382
14742022,14462022,2022,TSE,M1400,0,0,1,1,0,0.4526,-0.240974921,7954,0.099886807,1.750265098,0.4544,0.000246643,15.35834809,0.277490062,0.692029984,-0.074527266,3.603732663,3.80666249,49.99,0,0.123978035,0.983837189,1446,51,2022,1440636,4677845,967,-37806,-17164,-36644,-20028,-3652,2482,-348627,155705,12862,4339468,193226,18865,490557,0.013703523,0.116701172,0.077873882,0.073376232,0.079494724,-0.073443445,0.074340509,-0.013686913,0.071626522,0.00000023,-0.008646452,-0.007263102,0.000222838,-0.008712128,-0.08033865,-0.008712128,0.022029319,-0.030741447,-0.08033865,0.00000023,0.035881126,-0.008646452,-0.068517846,0.044527578
44332017,14632017,2017,TSE,M1400,0,0,0,1,0,0.1928,-0.230419629,314.11,0.075349441,9.917379808,0.23,0.003276679,14.93997349,1.007795451,0.108348278,0.168529928,0.992264848,3.688879454,52.53,0.007446652,0.040562256,0.611908085,1463,48,2017,2745006,3078563,415204,684403,768932,667847,769935,751344,829182,518830,1720639,73267,3700595,2117108,665696,509729,0.057047853,0.110853525,0.041981234,0.06657715,-0.043730188,0.121593355,-0.128619312,-0.008218734,0.044742264,0.00000027,-0.107136555,0.052953647,0.112199254,0.184944043,0.140201778,0.184944043,0.020275882,0.164668161,0.140201778,0.00000027,0.464962797,-0.107136555,0.434356907,0.572099352
