Code,Key,Industry,YICounts,Year,Equity,Asset,PPE,NI_Ctd,OCF,S,AR,Asset_1,S_1,AR_1,S_2,EXP,PROD,BM
6136,61362021,M2327,90,2021,3040857,3149508,104132,142706,47978,601488,131213,2780734,652952,136475,852656,134830,511234,1.624664366
6138,61382021,M2324,168,2021,3603215,5687217,570955,1173732,1498657,6762316,1400537,4024527,5389874,1106265,4545707,1165495,4224781,0.387609454
6139,61392021,M2331,82,2021,11392505,32239923,749636,324109,1338353,23752829,6138568,28262080,13916562,3032564,16591857,1122938,22348827,1.851609329
6140,61402021,M2330,37,2021,490507,1399315,2244,25950,124049,2519623,789911,1345053,2786650,711792,1994166,164774,2315135,0.79356135
6141,61412021,M2328,201,2021,2804611,6889079,3740418,386984,491121,3699293,1242123,5049016,3267428,1336676,3046243,404014,2894705,1.109866306
6142,61422021,M2327,90,2021,3130351,5257025,1579963,390653,-347958,2491907,461617,4673657,3291260,944428,3393006,661723,2461701,1.121276345
6143,61432021,M2327,90,2021,2378601,5329796,464876,288838,573996,5554091,1479639,5193654,5358759,1526458,5631843,622888,4567741,0.506637671
6144,61442021,M3200,24,2021,358106,429349,47312,-30042,44942,204177,22790,467210,245057,25854,316893,97131,138156,0.627944812
6146,61462021,M2331,82,2021,4616608,6134697,2403336,1114781,1949983,4320822,1047786,5314682,3514498,1189292,2985023,725979,2158918,0.298064815
6147,61472021,M2324,168,2021,41676031,53800574,17380041,6137294,7954396,27082040,6249324,43267065,22275284,4698004,20419492,1857750,18330265,1.148146249
6148,61482021,M2330,37,2021,546262,1151086,2485,50217,77092,631837,313472,996085,738028,196993,707125,124598,470692,1.029995992
6150,61502021,M2325,106,2021,2434264,5530790,740050,1083531,1215782,8790649,1442017,1898906,3776428,541745,3024514,504479,6924370,0.79632973
6151,61512021,M2331,82,2021,1081314,1858852,560983,223244,177707,2459430,702610,1630377,1641088,539580,1674669,259642,1923446,0.814349347
6152,61522021,M2327,90,2021,1384303,3389438,453633,11401,-97936,3793240,1077779,3458316,3054963,998572,4535742,606623,3231772,0.916974356
6153,61532021,M2328,201,2021,15007200,28474088,15860417,-490146,3125240,14667905,4114694,32277650,16037113,5770774,17028640,1503348,13565678,1.249200396
6154,61542021,M2329,35,2021,1300378,2141441,300291,140878,163306,5128171,65826,1963439,4091873,45475,3855887,598006,4353827,1.106917963
6155,61552021,M2328,201,2021,1422138,2966753,307831,80798,90257,799566,235592,2551071,606740,198296,649900,123019,548899,0.806380424
6156,61562021,M2328,201,2021,1731498,4221335,521277,106916,170705,4694273,1828465,3890868,3963017,1470047,4121254,394672,4193075,1.431421047
6158,61582021,M2328,201,2021,989399,2343861,746459,161993,314804,2196721,735387,2336535,2034104,785075,1568882,472403,1554939,0.666421463
6160,61602021,M2325,106,2021,785820,1317718,121901,36021,-2927,1418876,239123,1127588,1030778,213215,1285662,456534,919871,0.8480168
6161,61612021,M2325,106,2021,1377976,1954107,433048,246103,64517,1823652,144932,1673876,1394742,74600,1687813,285219,1239220,0.783007193
6163,61632021,M2327,90,2021,2161587,5552890,238356,171524,436045,6192732,1321896,4661526,4482295,1232703,4528267,1160918,4820877,1.082214762
6164,61642021,M2326,110,2021,1119724,1796550,523937,8116,107094,954545,302598,1711337,760612,248156,909011,235785,705037,0.972827107
6165,61652021,M2336,15,2021,672881,1545933,16915,128552,335485,2716193,132419,1206185,845362,112897,2265,590102,2009232,0.52768942
6166,61662021,M2325,106,2021,4420441,13180110,4228136,118884,-1168881,9673054,2405088,8742427,9635678,2066915,10497070,3416664,6117386,0.373743049
6167,61672021,M2326,110,2021,1554403,2131795,584866,80894,-103840,1878210,336731,1925279,1501190,211989,2005715,191888,1648026,0.836373873
6168,61682021,M2326,110,2021,3510291,4621867,586701,388348,454694,3000490,650508,4054588,2507351,597441,2163869,423309,2178204,0.970624454
6169,61692021,M3200,24,2021,330970,403277,618,3075,-18710,11474,19,245892,117581,4648,181915,31181,2200,0.718123856
6170,61702021,M2327,90,2021,1544979,3201366,480447,205170,13503,2976984,368438,3075139,3561509,382640,3847841,488026,2345371,0.711379379
6171,61712021,M2500,83,2021,1617349,3409192,104,417741,-174334,2027622,308,3360664,1224272,134,169559,108204,1426744,0.830998741
6173,61732021,M2328,201,2021,6698817,9410147,2218674,1148630,789241,6010110,1129876,7973789,5207861,1046775,4356398,408748,4423600,1.06527928
6174,61742021,M2328,201,2021,669281,846352,169111,89475,13268,600819,168477,725467,423460,109812,449035,123964,382966,0.544130894
6175,61752021,M2328,201,2021,3397026,5549471,2550699,576384,369176,4188347,1096450,4783667,3264902,929247,2917026,329631,3164602,0.816992856
6176,61762021,M2326,110,2021,30728526,67353760,2564438,5189975,8296352,56924059,12247024,55851948,56093201,14810820,56120587,3224083,46364505,0.828680898
6177,61772021,M2500,83,2021,7206891,37567388,514563,1559638,-2756866,10078567,64615,31829965,2103343,84018,6627484,880937,7460179,0.744638195
6179,61792021,M9900,91,2021,1820692,4081441,53285,143829,-538990,3060136,507216,3978625,3282537,290005,2008817,212255,2650500,0.772733942
6180,61802021,M3200,24,2021,5852053,9472515,2797267,1009115,2573635,11372477,888216,9304895,10443042,962569,9681345,3022990,6615392,0.617864951
6182,61822021,M2324,168,2021,16681202,27357697,13402062,1541477,2682019,10341276,2621796,23493892,7421529,1845320,7676573,1628776,6722996,0.696112345
6183,61832021,M2330,37,2021,2333818,3880140,759947,425662,587720,2234098,582456,3179233,1899439,459445,1725468,390790,1327075,0.282322386
6184,61842021,M9900,91,2021,4339492,7577574,2025073,520421,547286,2006048,85104,7498838,2005196,89330,2007085,381666,1030411,0.627144824
6185,61852021,M2328,201,2021,2087721,2537686,912429,-99928,8538,525506,170808,2732949,711500,174059,1001580,231094,411539,1.119806974
6186,61862021,M2500,83,2021,2873122,15619121,7612,420321,1187527,3975007,108103,15661147,2855814,184814,2790647,263652,3154102,0.927820239
6187,61872021,M2331,82,2021,2302300,3578358,523982,541223,152214,2604316,994722,2686148,1506320,506035,1032376,581405,1387133,0.37008699
6188,61882021,M2325,106,2021,8751639,14363174,1591607,1000548,1642551,11028508,2810376,11815964,10476353,2162341,9352785,1616233,8435558,0.948133749
6189,61892021,M2329,35,2021,5005671,15212599,382717,848904,166255,32469053,6963475,12044400,26710813,5584346,22824272,1132221,30102015,0.740927663
6190,61902021,M2327,90,2021,2458241,6456320,1048570,269692,-451947,7538001,1878527,4722291,4789608,1243002,4910993,723823,6454818,0.493781787
6191,61912021,M2328,201,2021,16378864,33542465,5942666,2977284,3207940,27620922,9019225,31554142,22816306,7839720,21845651,1991214,22525693,1.355810398
6192,61922021,M2331,82,2021,5695795,9114510,1045602,850773,911087,6270073,1445123,8025968,5934549,1176598,6257649,962883,4207066,0.739717594
6194,61942021,M2328,201,2021,1732835,2153630,308560,15816,-12178,1592562,492065,2238077,1510452,485168,1531387,84202,1490521,1.193412534
6195,61952021,M3800,27,2021,1370443,2988553,823260,270502,491573,2389851,141964,2929638,2131422,88362,1828643,1078200,1024055,0.659344811
6196,61962021,M2331,82,2021,7802140,27860534,2366042,1508422,437799,34458674,4980623,20261423,25119857,3880689,24182681,1976896,30838692,0.396325943
6197,61972021,M2328,201,2021,3101033,4460980,439883,385027,415651,3866828,1067626,4750068,3582522,1051278,3609423,693797,2814182,0.787121106
6198,61982021,M2324,168,2021,480096,483305,68,-2995,-43099,19208,0,80913,34107,0,21055,17302,4814,0.739036166
6199,61992021,M9900,91,2021,800373,901559,7365,35287,-98047,75419,19984,814809,42907,24707,56978,58462,14692,0.467005671
6201,62012021,M2331,82,2021,2533941,3532125,545163,301499,313721,3916760,565048,3670253,3511749,798805,3235177,399618,3122952,0.80817668
6202,62022021,M2324,168,2021,5710248,8543833,343793,2069002,2705060,7127750,894971,6187324,5614539,1048268,4584105,1867358,3311904,0.347670281
6203,62032021,M2328,201,2021,2582890,4309662,212775,752829,-129980,5017499,848615,4027177,3891875,826397,2241902,475975,3525854,0.703355198
6204,62042021,M2328,201,2021,461158,675481,136725,286623,61125,623037,73978,959655,464089,76466,509026,117108,449596,0.577933454
6205,62052021,M2328,201,2021,2332678,3035578,443428,145613,61408,1599466,511992,2698827,1334922,343423,1176905,296133,1131196,0.492426472
6206,62062021,M2325,106,2021,4741135,6318171,1067096,691086,7665,5185155,1208174,5592068,4432961,581181,5330472,881693,3481701,0.40818354
6207,62072021,M2328,201,2021,1553405,4149734,697600,257275,146330,1751466,747411,3696022,1221008,497460,1078330,301167,1216890,0.76185511
6208,62082021,M2328,201,2021,3003553,5810233,2380345,424967,575663,3307714,556192,5005720,2565758,485903,2371982,786604,2046066,0.585222016
6209,62092021,M2326,110,2021,3188268,4623970,1626020,-150464,-247688,3613661,1023956,4591514,2979162,814366,3391609,423047,3412077,0.692694373
6210,62102021,M2328,201,2021,873118,1085167,373309,103389,71595,749540,241244,1115689,744776,210100,878067,110209,516054,0.699777063
6212,62122021,M2500,83,2021,2597340,12954684,191,416849,-3850341,3284184,74749,9446516,3307886,0,688559,218513,2543235,0.48969457
6213,62132021,M2328,201,2021,21314738,36237286,6504769,3144803,3153230,32524688,13260199,25684378,25421687,10813071,23791315,2160053,26545139,0.81028252
6214,62142021,M2330,37,2021,13811167,26560190,2088417,1223096,-395511,29526957,4856074,22029235,23735090,3795071,22051023,5521934,22871571,0.751395688
6215,62152021,M2331,82,2021,1461443,2120314,254189,265265,110384,1962519,544544,1983800,1603098,482526,1542260,350396,1401207,0.87215463
6216,62162021,M2327,90,2021,1582371,1771046,209769,160948,18342,931014,186585,1669131,841245,131676,921333,264213,476209,0.638907144
6217,62172021,M2328,201,2021,1849947,3982681,1253103,162068,203259,2962637,1083712,2685714,2408636,964384,2320412,728624,2023189,0.498132756
6218,62182021,M2327,90,2021,1007992,1611350,255640,44777,15443,924250,206312,1348763,837344,106417,1259724,263252,638920,0.874340124
6219,62192021,M2500,83,2021,1879118,10665282,35367,67822,233455,3185720,839341,9741233,3191189,67402,1622810,322963,2484992,0.597200065
6220,62202021,M2328,201,2021,2536698,10442203,1366954,99296,-1413722,12446928,2662901,9035107,11435995,2500763,11572582,2419900,9814429,0.921451888
6221,62212021,M2330,37,2021,1528422,3571437,331595,210575,591599,3934906,546053,2797199,4065018,519903,3379370,513296,3157208,0.681330345
6222,62222021,M2326,110,2021,290045,301242,104296,-15390,77862,265027,6464,439991,531080,165878,571610,39572,231171,0.499713399
6223,62232021,M2324,168,2021,6047802,9857469,3532459,695458,641340,6508725,1383960,8976592,5925601,1155366,5515200,1935798,3765309,0.82855664
6224,62242021,M2328,201,2021,3356333,5528250,1172461,450987,30620,3081593,798681,3449006,1767267,558870,1655491,608461,1967347,0.59995248
6225,62252021,M2326,110,2021,12520,24540,433,-3768,-8506,30931,11800,23980,23202,2278,12330,10333,24441,0.015545146
6226,62262021,M2326,110,2021,1292770,2755151,464656,-7667,84023,935503,289588,2600689,809208,270448,1023540,287210,643117,0.891695127
6227,62272021,M2329,35,2021,2036286,6364649,14619,423314,-50792,14279897,3693821,5747722,10247235,3352864,8625083,551281,13195521,0.858594678
6228,62282021,M2325,106,2021,227596,471292,245646,-5240,-3911,98430,5048,409468,74678,3945,64559,51946,47041,0.205857453
6229,62292021,M2324,168,2021,702468,1538183,74830,159996,-46343,2113327,410068,935264,1745035,173100,1560850,268366,1711233,0.778418167
6230,62302021,M2325,106,2021,4668160,10521848,2334950,349664,329277,11011928,3912101,8711488,9123421,3233652,8586172,1267473,9281971,0.526592945
6231,62312021,M2330,37,2021,851143,1293402,37714,225899,313756,1300402,140778,1150403,1130536,96844,959482,761479,243994,0.347301816
6233,62332021,M2324,168,2021,989238,1120552,98693,60093,101639,448446,59555,1020707,373854,62179,365148,161470,242301,0.524527311
6234,62342021,M2326,110,2021,2580341,4008390,834329,124946,206021,1236958,245568,4113904,1193888,295138,1550893,53859,1025624,1.479803789
6235,62352021,M2325,106,2021,2470356,5126617,2292187,164735,298451,2824307,989641,4459852,1997427,797381,2187850,612333,2090583,0.342729583
6236,62362021,M9900,91,2021,71673,76755,13470,-5352,7465,31389,2524,83799,43742,14197,94243,23702,16882,0.122062728
6237,62372021,M2324,168,2021,1880168,2150989,258126,452408,201077,1500479,197063,1824392,822358,92993,402544,333292,731175,0.484877068
6239,62392021,M2324,168,2021,63306242,118587022,63236697,11725925,24649382,83793572,17975014,108746240,76180649,14766670,66525144,4769711,64498915,1.068385321
6240,62402021,M9900,91,2021,344248,1018697,6,25880,-3744,13071,14404,1026424,13978,14135,28784,13370,5334,0.75271789
6241,62412021,M2327,90,2021,248910,692367,25239,-85097,-379358,276749,112470,237233,269425,480,210412,91370,276150,0.368195979
6242,62422021,M1722,123,2021,492000,616072,362405,51437,60446,386969,8084,644766,456720,7446,483297,207438,122286,0.581836759
6243,62432021,M2324,168,2021,753200,1085377,19846,60307,61755,826802,218254,872973,636513,189594,559933,196850,564456,0.477746263
6244,62442021,M2326,110,2021,3286297,8733217,2648623,107279,1554196,5872989,540436,7618225,3678395,512202,5297076,382388,5322244,0.320834647
6245,62452021,M2327,90,2021,3524582,7874257,1216336,553716,311836,7680510,1278903,7321595,7502682,1006483,7724798,1413069,5642502,0.501395807
6246,62462021,M2326,110,2021,408942,1279504,93101,32141,27794,1913612,618332,1221194,1469148,620900,825486,152009,1718023,0.835483101
6248,62482021,M2000,46,2021,710560,2447436,365957,58039,-188817,4437556,1165258,1394788,3115269,620608,3012489,140995,4221956,0.81855067
6257,62572021,M2324,168,2021,17826823,36602973,18479301,3036248,7139313,16681264,3872944,29813911,12428549,3308119,10046619,1508061,11732806,0.893131613
6259,62592021,M2328,201,2021,285261,426376,3563,2092,-15540,371182,168252,289263,187504,78537,195657,67773,299953,0.60237589
6261,62612021,M2324,168,2021,6875888,8905202,2554221,1089669,1158634,5221420,1348202,7882901,3503969,1156233,3232841,748046,3196134,0.947409505
6263,62632021,M2327,90,2021,1405064,1774602,8029,321150,370134,1427097,106436,1660456,1227105,90347,1348032,186481,857807,0.336184602
6264,62642021,M2500,83,2021,907872,3262993,971219,-48016,-391511,593987,12132,2713271,253704,48448,187399,87898,626088,0.898917523
6265,62652021,M2329,35,2021,1376842,1653036,95333,75706,-365818,1610841,406943,1531870,1035163,295135,874215,83847,1454581,1.054404478
6266,62662021,M2328,201,2021,1628277,2970974,561394,162538,-152058,2549100,554827,2256099,2212106,361238,3061456,161170,2184170,0.940151087
6269,62692021,M2328,201,2021,25684454,48315063,14638999,2879750,5564335,35568666,8603958,42767373,29897996,7429009,26033230,3056537,29239168,0.889369125
6270,62702021,M2329,35,2021,1457054,2348978,54155,170472,113745,4186600,815511,2049142,3698478,814947,3149776,227565,3800728,1.01896611
6271,62712021,M2324,168,2021,22982941,27537856,8740923,2764692,4607060,13860114,2226478,25437173,10178002,1820573,7430654,1218430,9245318,0.825138661
6274,62742021,M2328,201,2021,11736709,21950599,4319736,1881242,1512007,21132040,7601740,19379666,18046852,5632878,17527071,2050322,16701679,0.827088989
6275,62752021,M2328,201,2021,1207532,3059294,691895,197066,-23079,3933781,910364,2666465,3332286,766540,2986079,466432,3238251,0.6041588
6276,62762021,M2325,106,2021,370212,641476,14861,34291,-105121,1488757,214923,912405,1717566,267524,1283763,261071,1186750,0.527197046
6277,62772021,M2325,106,2021,4743797,7292829,2586485,644298,2196375,5163691,870402,7492315,4823613,767796,5032719,2203118,2155200,0.592637044
6278,62782021,M2326,110,2021,15853048,55453609,12669565,3700150,3936629,65720492,22178197,38029686,41405758,12935147,37906373,3401945,57616895,0.6962548
6279,62792021,M2328,201,2021,5004043,8200514,3473745,795708,591414,4948862,2137864,7028625,3653272,1917153,3791279,768242,3213022,0.427568692
6281,62812021,M2329,35,2021,2715234,9276404,557804,599868,1704990,20790194,180532,8215344,19476255,119862,17525668,3148790,16885052,0.360816584
6282,62822021,M2328,201,2021,10501452,30678514,8852119,669648,-747145,21906395,7126396,26975898,20983757,5622264,20583559,3214592,18274419,0.749804044
6283,62832021,M2331,82,2021,2031512,2994254,455687,-197777,-185914,2542235,575174,3573764,1675786,622461,1228691,687761,2249459,0.454806494
6284,62842021,M2328,201,2021,5502518,9377346,3096334,559529,556032,6756544,2270650,7962794,5562953,2145901,4230464,1014271,5071576,0.887680497
6285,62852021,M2327,90,2021,17002599,44497005,8214463,1232154,-3565721,67229599,15403709,37938976,62648731,13341935,62239582,6373192,59975671,0.679697726
6287,62872021,M2324,168,2021,187673,1753215,426469,103767,218518,1602798,364768,1406165,1243263,344404,1070416,58490,1426205,0.013728666
6288,62882021,M2200,34,2021,2395912,5863991,1927726,10412,-426167,3614060,771187,5313006,3776717,865336,4301775,647169,2910158,0.568489904
6290,62902021,M2328,201,2021,4471900,8398445,737556,466794,-386578,8037576,2409884,6706024,6604446,1940398,7021303,830263,6792085,0.637660965
6291,62912021,M2324,168,2021,207481,1088107,52693,94030,-22454,1043683,246874,920723,940542,112304,153021,204904,767068,0.046832586
6292,62922021,M2328,201,2021,1079158,1970718,131054,233425,38753,1212092,285459,1604996,1015136,241733,1009425,275891,833828,0.560381755
6294,62942021,M3200,24,2021,714412,1497586,23004,274895,289482,944858,7583,1471821,938561,9078,864104,151402,460653,0.320576113
6404,64042021,M2330,37,2021,11059,35762,31,-33154,-32826,32541,7724,100436,114775,34555,186006,53554,29982,0.046648276
6405,64052021,M2326,110,2021,2794691,3212741,828207,99589,83198,540413,195663,2159721,441734,138261,597237,119745,397008,2.184799774
6409,64092021,M2331,82,2021,5707676,13384123,2730405,2359362,2298807,16956682,2837510,11921210,13652564,2346004,12936382,1386427,12645691,0.046871136
6411,64112021,M2324,168,2021,4243729,6339126,1640125,921738,1711413,4141984,1085417,4533150,3188173,707498,2761782,817101,2183846,0.457382581
6412,64122021,M2328,201,2021,11113460,30012548,5108165,2828475,1412478,40363978,12178411,25171091,34863027,9743228,34415370,3687506,33225466,0.436470595
6414,64142021,M2325,106,2021,31370187,100625893,6697993,3352124,1654973,96556646,17380353,93098292,84091485,15040116,81506216,17289653,76073693,1.554820397
6415,64152021,M2324,168,2021,24177952,26643141,1471287,5797330,6430612,21506066,1919874,19867286,13876445,1016757,10777781,4836510,10050220,0.431836593
6416,64162021,M2327,90,2021,3226401,4955945,92827,240065,275400,4673944,829757,4865403,5465855,1056661,4431795,619119,3749078,0.575497923
6417,64172021,M2327,90,2021,1304677,1807566,742879,112709,102881,1087677,114612,1322258,993101,130058,1011245,180253,775876,0.433399771
6418,64182021,M2328,201,2021,450130,1060922,151716,-23457,21975,880261,227767,710544,748501,171506,907231,129825,765367,0.946221458
6419,64192021,M2326,110,2021,256662,448078,5481,64075,-6314,266028,26903,399757,255605,16159,212656,118898,160764,0.706947213
6425,64252021,M1500,91,2021,928700,2745750,873806,-109939,-74648,1800260,611603,2554262,1354053,665142,1434701,409629,1499908,1.037986436
6426,64262021,M2327,90,2021,1286427,1393179,627388,11699,112047,518827,150000,1537534,710777,150192,617017,179997,326841,0.605727636
6431,64312021,M1722,123,2021,742470,1249103,165698,54635,21688,332633,135932,377989,152753,51223,425251,98328,241696,0.573501403
6432,64322021,M2328,201,2021,790088,1342105,148040,88029,-521,1364599,444046,1102202,1096737,379524,919638,274750,970072,1.03759651
6435,64352021,M2324,168,2021,1443434,2465251,216140,437221,403447,3115758,560810,1458541,2600511,460427,2152380,293110,2326227,0.422859255
6438,64382021,M2331,82,2021,3326281,6179874,688583,651646,678357,4905620,1069548,4749637,3395005,1199004,2967728,776367,3305810,0.623660353
6441,64412021,M2325,106,2021,1276971,2665301,499868,-134927,-23534,1526375,147472,2936224,1246265,317486,634671,258708,1423573,0.768324463
6442,64422021,M2327,90,2021,1737529,3089578,611503,103405,17110,2813016,644034,2906024,2413548,554734,2424158,420415,2211763,0.647702623
6443,64432021,M2326,110,2021,5129547,10229931,4873104,47702,500909,6157192,842510,9418445,4623829,760929,4440874,355446,5745928,0.360252464
6446,64462021,M1722,123,2021,4250381,6198183,359538,-2810988,-2462071,656506,466044,5531186,557257,450597,305692,3100058,378856,0.029954008
6449,64492021,M2328,201,2021,2551985,4601821,1330505,306367,253154,2822408,1144589,4036597,2384625,1060763,2002841,344391,2075546,0.638096457
6451,64512021,M2324,168,2021,6527732,14968238,2283174,378607,204720,4270400,755229,14683881,4849689,1095784,5744804,863440,3347948,0.86602317
6456,64562021,M2326,110,2021,32267702,92479148,21885096,4363036,5590923,132377670,38429176,92212366,127104736,39073186,119723967,8998380,119636412,1.308889975
6457,64572021,M2324,168,2021,1122049,1453196,62310,384226,296788,1409940,213668,964493,1161315,220954,662749,325152,650870,0.51070956
6461,64612021,M1722,123,2021,1337639,2601625,2089655,-301756,-200606,38899,13506,2621478,21106,4871,16684,174612,158269,0.391282391
6462,64622021,M2324,168,2021,6332550,8879594,94724,-231774,-738295,3442807,608734,6678845,6224427,303743,7358441,1670312,2072913,1.179101297
6464,64642021,M9900,91,2021,8216341,19919850,1842518,1088396,1194004,4193463,274739,20217377,4263746,294686,3086340,744578,1951429,0.810753088
6465,64652021,M2327,90,2021,339790,659484,213977,-47938,-63608,208907,20183,542007,240902,16889,262633,119717,136141,0.553542565
6469,64692021,M1722,123,2021,1952496,7389864,749832,407761,1077660,11280942,470872,6009422,8641394,315631,6601612,2450691,8337939,0.146741444
6470,64702021,M2327,90,2021,732478,1511476,51362,111748,197964,1724339,354259,1713620,2197057,650377,2066399,223620,1363533,0.379151289
6472,64722021,M1722,123,2021,3152541,7372334,3749981,749736,1236635,4899885,824774,7004179,1799570,539630,1529216,625787,3228107,0.253341856
6477,64772021,M2326,110,2021,2764900,6565308,1538344,132065,-43114,1542843,688027,5310690,2085142,501705,1565568,99061,1262382,0.462001662
6482,64822021,M3200,24,2021,245378,355912,64261,23026,5192,304948,79303,301054,56064,12593,149600,264855,6322,0.432308877
6485,64852021,M2324,168,2021,1733154,2200977,85821,498759,783026,1950755,339586,1257606,939612,231827,1073764,557698,770667,0.539756802
6486,64862021,M2327,90,2021,1256865,2876390,489531,260654,-16420,1865334,625006,2966479,1859423,529437,1960244,548975,1017299,0.55267623
6488,64882021,M2324,168,2021,45631503,150644976,33943256,11870037,29301561,61130592,9117714,94851617,55358788,8037430,58094331,5592496,37844704,0.242433184
6491,64912021,M1722,123,2021,5508427,8564916,4915392,1248436,2632863,5595043,627333,6416031,3978413,574715,3355133,1504311,2630738,0.196591921
6492,64922021,M1722,123,2021,1969222,2061664,466,-329257,-300050,550,189,2395166,617,0,300,346639,227,0.315268091
6494,64942021,M2324,168,2021,1166250,1831899,101268,543068,891010,2267421,239311,992354,1160306,209709,1044641,550311,1035748,0.46505691
6496,64962021,M1722,123,2021,1230145,1839043,121173,-15649,55823,1338392,213084,1900208,1443661,179497,1540064,302120,1045039,0.956808048
6499,64992021,M1722,123,2021,4188487,4364490,16003,-586364,-293377,68957,10124,3314335,653900,164806,453763,524220,40326,1.016226059
6504,65042021,M9900,91,2021,3488984,10549967,4975674,117268,958783,6784152,1401180,10878981,9371410,1536036,6546829,652538,5867976,0.575127224
6505,65052021,M9700,12,2021,361767088,458757108,97933173,49363882,35526389,620062326,51149012,380923116,415281764,35708063,646022809,10602464,554282477,0.409985631
6506,65062021,M1400,51,2021,1270406,2575209,1162166,75956,70202,2013489,473742,2334788,1605153,316667,2072967,192660,1736266,0.876411883
6508,65082021,M3300,4,2021,2452352,3183135,708116,329078,-86757,2088965,623082,3203605,1837209,370041,2077267,305322,1545559,0.889545159
6509,65092021,M1721,40,2021,3142915,6254712,2581881,428806,355336,4729003,1324315,5762215,3588701,1024268,3747684,751600,3413150,0.488445261
6510,65102021,M2324,168,2021,7545212,8720539,3929987,891760,1089645,4240874,1069410,8134788,4207935,799962,3386538,1210913,1949660,0.596722567
6512,65122021,M2331,82,2021,395647,465993,86671,-37659,-60575,199793,49055,478650,232441,44400,286477,69202,166213,0.860102174
6514,65142021,M2327,90,2021,645924,930685,98567,93104,93985,814632,209287,962393,769645,204610,721533,103014,597188,0.384149232
6515,65152021,M2324,168,2021,2929858,3939205,765236,486629,733488,2887296,873015,2406078,2909821,541330,2804335,617152,1678215,0.251970783
6516,65162021,M2330,37,2021,996405,1125494,43831,46040,72700,343617,64426,1114208,274814,67487,255075,161706,149947,0.354655209
6523,65232021,M1722,123,2021,1534948,1831044,8964,296242,294173,1106011,144476,2264946,764630,97891,1014212,317984,411651,0.442456958
6525,65252021,M2324,168,2021,4129172,6677322,2437086,857985,1048230,4755929,1015680,5151270,3750121,782786,3463053,320574,3349622,0.464134425
6527,65272021,M1722,123,2021,718902,938508,372641,77236,63256,721613,110370,886811,504370,97043,661107,122926,510219,0.737576402
6530,65302021,M2327,90,2021,449152,514063,4283,36695,34061,271302,56799,502904,249476,49395,250878,59365,165779,0.71665091
6531,65312021,M2324,168,2021,4794955,6278643,81399,2025457,2410925,6617215,854080,3983400,3549497,600601,3462645,655451,3591607,0.157469765
6532,65322021,M2324,168,2021,824582,1046230,494594,94884,117228,505844,86000,977546,547855,80293,457319,65664,317511,0.579132199
6533,65332021,M2324,168,2021,4771309,5029199,24531,161665,311303,819778,154521,1402903,581012,112785,494851,659643,1471,0.375701751
6535,65352021,M1722,123,2021,2118587,2348695,1644,95946,-452600,17362,9692,1784317,21651,13838,172044,440167,7473,0.355739227
6538,65382021,M2328,201,2021,1669536,2381072,279134,153999,612099,1321757,545060,2465270,1938460,961907,1499458,337080,782067,0.663953001
6541,65412021,M1722,123,2021,2794795,4713589,477369,-1543211,-1387021,5406,0,4372725,300,0,0,1602734,1856,0.040286078
6542,65422021,M3200,24,2021,632080,882844,4714,-171693,-77456,735953,84487,1016927,836964,89582,1484434,619413,212182,0.263558065
6546,65462021,M2327,90,2021,1384781,2842378,158025,408182,422093,3391527,662610,2018410,2665325,454968,2185541,260415,2633176,0.212657515
6547,65472021,M1722,123,2021,4676057,5299011,1233960,1410258,579887,3280994,301041,3490814,11507,4463,1120,1341300,975961,0.15868974
6548,65482021,M2324,168,2021,8411732,14842063,2474834,1738645,1654316,12792169,2858809,12164162,9678146,2113849,9320275,1195391,9386479,0.782693795
6550,65502021,M1722,123,2021,7213877,7822104,1297205,-740487,-539258,15041,4930,3362380,9410,2316,0,734014,12944,0.086886338
6552,65522021,M2324,168,2021,2803674,4895248,2366757,324411,667708,3002859,430444,4257290,2646853,356939,3017155,238472,2403390,0.901981437
6556,65562021,M2326,110,2021,1132332,2266984,786229,130132,-62238,1995106,531981,1926320,1573904,361888,1299407,325795,1506578,0.728550885
6558,65582021,M2331,82,2021,1567944,2755400,809415,3278,49278,1690851,413445,2561099,1792597,636185,2006728,247481,1414277,0.781625833
6560,65602021,M2326,110,2021,563446,790820,1948,192318,172512,1228920,178449,619957,737184,236638,343218,111863,873173,0.739261638
6561,65612021,M2327,90,2021,3092718,5494100,571659,686952,887228,2801046,214574,4754078,2564649,226244,2400002,385083,1545260,0.176260154
6568,65682021,M2324,168,2021,1491248,1739741,226155,166464,86295,1031214,89891,1695517,1062851,118475,1128319,389656,472070,0.371206368
6569,65692021,M1722,123,2021,1034766,1701933,24321,126509,17128,1201760,205516,1393205,1347304,152764,1482944,289217,838032,0.355898273
6570,65702021,M2325,106,2021,559764,1125653,543858,107790,66401,874167,135567,1041301,607895,87044,772479,177914,574837,0.506822782
6573,65732021,M2324,168,2021,1177342,2888686,1105090,-182195,52478,2097165,669640,3027920,1615250,652991,1757464,320397,1892628,0.943583751
6574,65742021,M1722,123,2021,630429,897071,62950,13450,73421,648269,62034,847752,849853,97940,1064096,500945,151903,0.633706785
6576,65762021,M1722,123,2021,1320167,1641427,74736,-569267,-213334,226029,0,2099624,230439,0,75198,713706,50951,0.088288869
6577,65772021,M2325,106,2021,1066849,1770780,43823,162274,199514,1745768,465259,1500711,1771303,275564,1874393,224410,1320182,0.506315026
