,名稱,年/月,Year,Key,Equity,PreEquity,AT,NI,PreSale,OS,BVBV,PrePBRatio,PreAB,PBRatio,AB,NB,BVE,LNAT,NIS,Industry,Price3m,RPA,LN_RPA_Count,RPA_Count,Finance,KY,Price
4120,友華,21-Dec,2021,41202021,3453082,3905041,9403438,-98085,5383657,86747,0.884262675,0.736397659,2.408025422,0.83270535,2.723201476,-0.02840506,39.81,16,-1.13,M1722,36.08,0,0,0,0,0,33.15
4120,友華,20-Dec,2020,41202020,3905041,3811742,8159639,105811,6093253,86747,1.024476735,0.942401996,2.140658785,0.919813416,2.089514297,0.027096002,45.02,16,1.22,M1722,43.48,0,0,0,0,0,41.41
4120,友華,19-Dec,2019,41202019,3811742,4142283,7872729,135287,5510173,86747,0.920203183,0.958088873,1.90057729,1.041192535,2.065388738,0.035492171,43.94,16,1.56,M1722,35.51,0,0,0,0,0,45.75
4120,友華,18-Dec,2018,41202018,4142283,4097864,7239678,146952,5226298,86747,1.01083955,1.153066351,1.766695527,1.140732984,1.747750697,0.035476089,47.75,16,1.69,M1722,51.21,0,0,0,0,0,54.47
4120,友華,17-Dec,2017,41202017,4097864,3916001,6653719,327165,5232043,86747,1.046440999,1.333324974,1.699110649,1.274132091,1.623704203,0.079837935,47.24,16,3.77,M1722,65.28,0,0,0,0,0,60.19
4121,優盛,22-Dec,2022,41212022,1944495,1779496,3994746,225729,3947903,84929,1.092722321,1.465201551,2.244874953,1.340611354,2.054387386,0.116086182,22.9,15,2.66,M1722,22.85,0,0,0,0,0,30.7
4121,優盛,21-Dec,2021,41212021,1779496,1659904,3755260,127936,3678969,84323,1.07204754,0.922526652,2.262335653,0.860663507,2.110294151,0.071894514,21.1,15,1.52,M1722,18.75,0,0,0,0,0,18.16
4121,優盛,20-Dec,2020,41212020,1659904,1331403,3356445,153799,3093951,79317,1.246732958,1.37615936,2.520983504,1.10367893,2.022071758,0.092655358,20.93,15,1.94,M1722,17.97,0,0,0,0,0,23.1
4121,優盛,19-Dec,2019,41212019,1331403,1341088,3063653,5920,3097049,73317,0.992778252,1.001550562,2.284453369,1.008810573,2.301071126,0.004446437,18.16,15,0.08,M1722,12.01,0,0,0,0,0,18.32
4121,優盛,18-Dec,2018,41212018,1341088,1352398,2299085,13025,3153344,73317,0.991637077,0.479239307,1.700006211,0.483324221,1.71434313,0.009712263,18.29,15,0.18,M1722,9.68,0,0,0,0,0,8.84
4121,優盛,17-Dec,2017,41212017,1352398,1336531,2412196,19329,3127837,73317,1.011871779,0.622617769,1.804818594,0.615176152,1.783643572,0.01429239,18.45,15,0.26,M1722,12.3,0,0,0,0,0,11.35
4123,晟德,22-Dec,2022,41232022,19252348,21094899,25187646,62226,500107,594756,0.912654192,1.393644458,1.194015956,1.527031202,1.308289566,0.003232125,32.37,17,0.1,M1722,41.18,0,0,0,0,0,49.43
4123,晟德,21-Dec,2021,41232021,21094899,20634377,30443714,503214,717045,505049,1.022318193,1.101179576,1.475388087,1.07708882,1.443178941,0.023854772,41.77,17,1,M1722,46.78,0,0,0,0,0,44.99
4123,晟德,20-Dec,2020,41232020,20634377,15458330,27867075,-901245,1437674,459253,1.334838692,1.379987479,1.802722222,1.033830403,1.350516907,-0.04367687,44.93,17,-1.96,M1722,45.51,0,0,0,0,0,46.45
4123,晟德,19-Dec,2019,41232019,15458330,15466999,22865314,-532221,21648222,418219,0.999439516,1.264634635,1.478329054,1.265422078,1.479158098,-0.034429398,36.96,17,-1.27,M1722,24.79,0,0,0,0,0,46.77
4123,晟德,18-Dec,2018,41232018,15466999,16869329,20376470,-525320,19391814,351827,0.916871027,0.858433629,1.207900445,0.936305732,1.317415874,-0.033963925,43.96,17,-1.49,M1722,44.24,0,0,0,0,0,41.16
4123,晟德,17-Dec,2017,41232017,16869329,15822911,38299828,87163,15039831,320674,1.06613309,0.713378518,2.420529825,0.66907432,2.27038242,0.005166951,52.61,17,0.27,M1722,30.4,0,0,0,0,0,35.2
4126,太醫,22-Dec,2022,41262022,2716700,2705446,3645732,326110,2018749,72600,1.004159758,2.24767968,1.347553047,2.2383752,1.341970773,0.120039018,37.42,15,4.49,M1722,80.42,0,0,0,0,0,83.76
4126,太醫,21-Dec,2021,41262021,2705446,2614052,3795447,236481,2171815,72600,1.034962579,1.750808324,1.45194013,1.691440837,1.402891427,0.087409248,37.27,15,3.26,M1722,64.02,0,0,0,0,0,63.04
4126,太醫,20-Dec,2020,41262020,2614052,2551792,3947960,331773,2040643,72600,1.02439854,1.712725802,1.547132368,1.671757845,1.510283652,0.126919051,36.01,15,4.57,M1722,61.96,0,0,0,0,0,60.2
4126,太醫,19-Dec,2019,41262019,2551792,2311169,3949545,274612,1822441,66015,1.104113113,1.840915463,1.708894936,1.667529107,1.5477535,0.107615354,38.65,15,4.16,M1722,55.33,0,0,0,0,0,64.45
4126,太醫,18-Dec,2018,41262018,2311169,2260403,3585525,216241,1734971,66015,1.022458827,1.579404734,1.586232632,1.544701514,1.551390227,0.093563474,35.01,15,3.28,M1722,52.54,0,0,0,0,0,54.08
4126,太醫,17-Dec,2017,41262017,2260403,2189975,3638671,233036,1689664,66015,1.032159271,1.452045138,1.661512574,1.406834112,1.609744369,0.103094891,34.24,15,3.53,M1722,51.01,0,0,0,0,0,48.17
4127,天良,22-Dec,2022,41272022,475125,414051,676429,59449,571316,45760,1.147503568,1.707499801,1.633685222,1.488439306,1.423686398,0.125122862,10.38,13,1.3,M1722,16.2,0,0,0,0,0,15.45
4127,天良,21-Dec,2021,41272021,414051,367253,655349,46605,431083,45760,1.127427142,2.043452334,1.784461938,1.812154696,1.58277362,0.112558598,9.05,13,1.02,M1722,14.2,0,0,0,0,0,16.4
4127,天良,20-Dec,2020,41272020,367253,419212,624937,-51799,435860,45760,0.876055552,1.146150396,1.490742154,1.307596513,1.701652539,-0.141044457,8.03,13,-1.13,M1722,10.2,0,0,0,0,0,10.5
4127,天良,19-Dec,2019,41272019,419212,466014,649063,-46818,533771,45760,0.899569541,1.546562979,1.392797212,1.719432314,1.548292988,-0.111680963,9.16,13,-1.02,M1722,9.19,0,0,0,0,0,15.75
4127,天良,18-Dec,2018,41272018,466014,556239,740594,-61989,515459,45760,0.837794545,0.71983446,1.331431273,0.859528487,1.589209766,-0.133019609,10.18,14,-1.35,M1722,11.5,0,0,0,0,0,8.75
4127,天良,17-Dec,2017,41272017,556239,765170,924051,-214870,755513,45760,0.72694826,0.717644445,1.207641439,0.986842105,1.661248133,-0.386290785,12.16,14,-4.7,M1722,13.3,0,0,0,0,0,12
4128,中天,22-Dec,2022,41282022,14008358,13843555,15090775,132130,1782038,511097,1.011904673,2.133946562,1.09009391,2.108719445,1.07726937,0.009432226,27.41,17,0.26,M1722,60.72,0,0,0,0,0,57.8
4128,中天,21-Dec,2021,41282021,13843555,12852095,15016604,-434253,1601399,466330,1.077143843,1.695205147,1.168416822,1.573593803,1.08473611,-0.031368604,29.69,17,-0.93,M1722,50.8,0,0,0,0,0,46.72
4128,中天,20-Dec,2020,41282020,12852095,9042466,13925538,522911,1466308,425343,1.421304211,2.190107221,1.540015522,1.540701522,1.083522803,0.04068683,30.22,16,1.23,M1722,51.93,0,0,0,0,0,46.56
4128,中天,19-Dec,2019,41282019,9042466,9678137,10051648,-284463,1448533,425343,0.934318867,2.494976266,1.038593275,2.670272813,1.111604733,-0.031458565,21.26,16,-0.67,M1722,9.46,0,0,0,0,0,56.77
4128,中天,18-Dec,2018,41282018,9678137,8300954,10233247,-690577,1412791,425343,1.165906593,0.518038978,1.23277963,0.444395604,1.057357113,-0.071354332,22.75,16,-1.62,M1722,11.58,0,0,0,0,0,10.11
4128,中天,17-Dec,2017,41282017,8300954,8412487,9160449,-283318,1522436,425343,0.986741971,0.775098754,1.088910925,0.785348361,1.103541713,-0.034130776,19.52,16,-0.67,M1722,16.24,0,0,0,0,0,15.33
4129,聯合,22-Dec,2022,41292022,3089876,2820641,5615523,224422,2570866,78132,1.095451708,1.977232182,1.990867679,1.804804046,1.81739429,0.072631394,39.55,16,2.87,M1722,52.37,0,0,0,0,0,71.38
4129,聯合,21-Dec,2021,41292021,2820641,2925030,5244828,56676,2342226,78112,0.964311819,0.736782214,1.793085199,0.764054279,1.859445424,0.020093305,36.11,15,0.73,M1722,28.51,0,0,0,0,0,27.59
4129,聯合,20-Dec,2020,41292020,2925030,2933928,5587202,101449,2436700,78390,0.996967206,0.830409335,1.904341893,0.833020638,1.910134939,0.034683063,37.31,16,1.29,M1722,31.13,0,0,0,0,0,31.08
4129,聯合,19-Dec,2019,41292019,2933928,2250358,5244604,72985,2332247,80421,1.303760557,1.234712677,2.330564292,0.947094298,1.787570792,0.024876207,36.48,15,0.91,M1722,27.31,0,0,0,0,0,34.55
4129,聯合,18-Dec,2018,41292018,2250358,2218124,4849832,97949,1972592,80451,1.0145321,1.498307042,2.186456663,1.476939578,2.155137982,0.043525963,27.97,15,1.22,M1722,45.82,0,0,0,0,0,41.31
4129,聯合,17-Dec,2017,41292017,2218124,1801546,4295411,109954,1383340,79713,1.231233618,2.291551961,2.384291603,1.86094143,1.936506255,0.049570718,27.83,15,1.38,M1722,58.78,0,0,0,0,0,51.79
4130,健亞,22-Dec,2022,41302022,1410827,1378866,1564428,-12389,434254,109376,1.023179192,2.390006629,1.134575804,2.335658915,1.108873023,-0.008781374,12.9,14,-0.11,M1722,25.96,0,0,0,0,0,30.13
4130,健亞,21-Dec,2021,41302021,1378866,1425961,1515512,372,472723,110004,0.96697315,1.997252071,1.062800455,2.066241022,1.099100275,0.000269787,12.53,14,0,M1722,24.47,0,0,0,0,0,25.89
4130,健亞,20-Dec,2020,41302020,1425961,1408226,1570828,38820,465756,107889,1.012593859,1.847149385,1.115465841,1.823751891,1.10159254,0.027223746,13.22,14,0.36,M1722,26.61,0,0,0,0,0,24.11
4130,健亞,19-Dec,2019,41302019,1408226,1563485,1572910,34050,455798,105815,0.900696841,2.209717234,1.0060282,2.453042825,1.116944297,0.024179358,13.31,14,0.32,M1722,26.15,0,0,0,0,0,32.65
4130,健亞,18-Dec,2018,41302018,1563485,1599674,1735808,27056,408271,100806,0.977377266,1.567222584,1.085101089,1.603481625,1.110217239,0.017304931,15.51,14,0.27,M1722,24.92,0,0,0,0,0,24.87
4130,健亞,17-Dec,2017,41302017,1599674,2249279,2041732,-17152,411203,100806,0.71119412,1.237398144,0.907727321,1.739760555,1.276342555,-0.010722185,15.87,15,-0.17,M1722,31.85,0,0,0,0,0,27.61
4131,浩泰,22-Dec,2022,41312022,80972,117357,266785,-38479,88926,19000,0.689963104,4.549366463,2.273277265,6.596244131,3.294780912,-0.475213654,4.26,12,-2.03,M1722,25.05,0,0,0,0,0,28.1
4131,浩泰,21-Dec,2021,41312021,117357,141134,281962,-23777,93345,19000,0.831528902,2.423228988,1.997831848,2.912621359,2.402600612,-0.20260402,6.18,13,-1.25,M1722,15.25,0,0,0,0,0,18
4131,浩泰,20-Dec,2020,41312020,141134,150063,285529,-28929,104489,48292,0.940498324,5.087839907,1.902727521,5.414383562,2.023105701,-0.204975413,2.92,13,-0.6,M1722,15.81,0,0,0,0,0,15.81
4131,浩泰,19-Dec,2019,41312019,150063,161928,258519,-11865,61792,48292,0.926726693,5.904979991,1.596505854,6.366559486,1.722736451,-0.079066792,3.11,12,-0.25,M1722,12.12,0,0,0,0,0,19.8
4131,浩泰,18-Dec,2018,41312018,161928,117584,247323,-22162,12237,48292,1.37712614,6.045535447,2.103372908,4.394029851,1.527364014,-0.136863297,3.35,12,-0.46,M1722,19.52,0,0,0,0,0,14.72
4131,浩泰,17-Dec,2017,41312017,117584,138949,121370,-21365,16536,38292,0.846238548,5.889211437,0.873485955,6.960912052,1.032198258,-0.181699891,3.07,12,-0.56,M1722,20.61,0,0,0,0,0,21.37
4133,亞諾法,22-Dec,2022,41332022,1291994,1211756,1374829,74836,451487,60554,1.066216301,1.796497232,1.134575773,1.684629803,1.064114075,0.05792287,21.34,14,1.24,M1722,35.68,0,0,0,0,0,35.95
4133,亞諾法,21-Dec,2021,41332021,1211756,1211094,1283049,29193,456449,60554,1.000546613,1.83047884,1.059413225,1.829585207,1.058834452,0.024091484,20.01,14,0.48,M1722,44.12,0,0,0,0,0,36.61
4133,亞諾法,20-Dec,2020,41332020,1211094,1192403,1294584,38308,414158,60554,1.01567507,3.11250027,1.085693344,3.0645,1.068937671,0.031630906,20,14,0.63,M1722,50.68,0,0,0,0,0,61.29
4133,亞諾法,19-Dec,2019,41332019,1192403,1227232,1263989,3251,426023,60554,0.971619873,4.525148741,1.029951142,4.657694261,1.060035072,0.002726427,19.69,14,0.05,M1722,31.81,0,0,0,0,0,91.71
4133,亞諾法,18-Dec,2018,41332018,1227232,1224730,1294998,40169,475073,60554,1.002042899,1.294410784,1.057374278,1.291563888,1.055218573,0.032731382,20.27,14,0.66,M1722,28.94,0,0,0,0,0,26.18
4133,亞諾法,17-Dec,2017,41332017,1224730,1176217,1303783,55446,439826,60554,1.04124494,1.808047733,1.108454477,1.736035591,1.064547288,0.045272019,20.23,14,0.92,M1722,35.48,0,0,0,0,0,35.12
4137,麗豐-KY,22-Dec,2022,41372022,4651297,4993028,8595982,731971,5271313,79492,0.931558365,3.176159637,1.721596995,3.40967356,1.848082804,0.157369224,58.51,16,9.21,M1722,205.85,0,0,0,0,1,199.5
4137,麗豐-KY,21-Dec,2021,41372021,4993028,4408315,10035044,1345917,4055996,79492,1.132638661,3.173321816,2.276389959,2.801783156,2.009811281,0.269559273,62.81,16,16.93,M1722,184.14,0,0,0,0,1,175.98
4137,麗豐-KY,20-Dec,2020,41372020,4408315,4381801,8963786,947945,5138879,79492,1.006050937,3.253659899,2.045685324,3.233862243,2.033381462,0.215035677,55.46,16,11.93,M1722,206.78,0,0,0,0,1,179.35
4137,麗豐-KY,19-Dec,2019,41372019,4381801,4113551,8153963,1406317,4578513,79492,1.065211298,3.424674263,1.982219985,3.215166909,1.860870222,0.320944972,55.12,16,17.69,M1722,140.88,0,0,0,0,1,177.22
4137,麗豐-KY,18-Dec,2018,41372018,4113551,3481803,6388341,1207935,3290702,79492,1.181442775,4.77047478,1.834779567,4.037681159,1.5529991,0.293647751,51.75,16,15.2,M1722,230.03,0,0,0,0,1,208.95
4137,麗豐-KY,17-Dec,2017,41372017,3481803,3559822,5391804,594672,3360584,79492,0.978083455,5.037945751,1.514627417,5.150913242,1.548566648,0.17079427,43.8,16,7.48,M1722,153.83,0,0,0,0,1,225.61
4138,曜亞,22-Dec,2022,41382022,1554001,1471923,2681171,139861,1028183,30000,1.055762428,2.421118496,1.821542975,2.293243243,1.725334154,0.090000586,51.8,15,4.66,M1722,65.69,0,0,0,0,0,118.79
4138,曜亞,21-Dec,2021,41382021,1471923,1463197,2298791,141689,1009308,30000,1.005963654,0.982096054,1.571074162,0.976355483,1.561760364,0.09626115,49.06,15,4.72,M1722,47.16,0,0,0,0,0,47.9
4138,曜亞,20-Dec,2020,41382020,1463197,1468211,2142835,116700,1178195,30000,0.99658496,0.867995131,1.45948709,0.871027271,1.464488377,0.079756861,48.77,15,3.89,M1722,41.32,0,0,0,0,0,42.48
4138,曜亞,19-Dec,2019,41382019,1468211,1433099,2224363,126377,1164815,30000,1.02450075,0.793176187,1.552134919,0.774213322,1.515015893,0.086075503,48.94,15,4.21,M1722,31.88,0,0,0,0,0,37.89
4138,曜亞,18-Dec,2018,41382018,1433099,1409235,2019169,126055,1156622,30000,1.01693401,0.725287124,1.432812129,0.713209127,1.408952906,0.087959729,47.77,15,4.2,M1722,34.07,0,0,0,0,0,34.07
4138,曜亞,17-Dec,2017,41382017,1409235,1417765,2310215,143432,1214814,30000,0.993983488,0.743141494,1.629476676,0.747711305,1.639339784,0.101780044,46.97,15,4.78,M1722,36.65,0,0,0,0,0,35.12
4139,馬光-KY,22-Dec,2022,41392022,488293,528702,1551362,-28485,959454,42550,0.923569421,2.889236281,2.934284342,3.1271777,3.177112922,-0.058335876,11.48,14,-0.67,M1722,37.45,0,0,0,0,1,35.9
4139,馬光-KY,21-Dec,2021,41392021,528702,670157,1345325,47171,910240,42550,0.788922596,2.803197609,2.007477352,3.551890587,2.544580879,0.089220393,12.43,14,1.11,M1722,46.45,0,0,0,0,1,44.15
4139,馬光-KY,20-Dec,2020,41392020,670157,600129,1418895,99478,1020189,42550,1.116688245,3.656386377,2.364316672,3.274285714,2.117257598,0.148439843,15.75,14,2.34,M1722,53.21,0,0,0,0,1,51.57
4139,馬光-KY,19-Dec,2019,41392019,600129,554964,1389597,4334,930954,41962,1.081383657,3.897804362,2.503940796,3.604895105,2.315497168,0.007221781,14.3,14,0.1,M1722,34.09,0,0,0,0,1,51.55
4139,馬光-KY,18-Dec,2018,41392018,554964,532303,1116291,28534,942569,41962,1.042571618,3.007404242,2.097096954,2.883597884,2.011465609,0.051415948,13.23,14,0.68,M1722,38.47,0,0,0,0,1,38.15
4139,馬光-KY,17-Dec,2017,41392017,532303,481791,1079324,56107,916380,38148,1.104842141,4.610625852,2.240232798,4.174193548,2.027649666,0.105404253,13.95,14,1.47,M1722,59.25,0,0,0,0,1,58.23
4142,國光生,22-Dec,2022,41422022,6544826,6432542,9148531,146209,1793776,429508,1.017455619,2.517271026,1.422226392,2.473753281,1.397826466,0.022339631,15.24,16,0.34,M1722,39.45,0,0,0,0,0,37.7
4142,國光生,21-Dec,2021,41422021,6432542,6628687,8010087,14274,1869147,429508,0.970409675,2.533497629,1.208397229,2.610146862,1.245244415,0.002219029,14.98,16,0.03,M1722,40,0,0,0,0,0,39.1
4142,國光生,20-Dec,2020,41422020,6628687,3825673,8473414,1195666,1299689,429508,1.732685203,5.962655428,2.214881931,3.441996111,1.27829448,0.180377502,15.43,16,2.78,M1722,56.58,0,0,0,0,0,53.11
4142,國光生,19-Dec,2019,41422019,3825673,1856293,6570299,-313968,822366,363158,2.060920878,14.36360551,3.539473025,6.972459639,1.717423052,-0.082068697,10.53,16,-0.86,M1722,25.96,0,0,0,0,0,73.42
4142,國光生,18-Dec,2018,41422018,1856293,2349342,5678240,-675977,562743,237743,0.790133152,2.160525394,2.416949086,2.733674776,3.058913652,-0.364154258,7.81,16,-2.84,M1722,19.67,0,0,0,0,0,21.35
4142,國光生,17-Dec,2017,41422017,2349342,3094896,5745856,-649946,606725,237684,0.759102083,1.299434062,1.856558669,1.712550607,2.445729911,-0.276650228,9.88,16,-2.73,M1722,17.8,0,0,0,0,0,16.92
4147,中裕,22-Dec,2022,41472022,2714924,2941504,4101112,-146484,413442,252553,0.922971378,9.100996633,1.394222819,9.860465116,1.510580775,-0.053955102,10.75,15,-0.58,M1722,92.1,0,0,0,0,0,106
4147,中裕,21-Dec,2021,41472021,2941504,3415878,4610730,-497701,722485,252327,0.861126773,4.57986907,1.349793523,5.317324185,1.567473646,-0.169199498,11.66,15,-1.97,M1722,63.1,0,0,0,0,0,62
4147,中裕,20-Dec,2020,41472020,3415878,3586396,5196323,-121550,704504,252223,0.952454219,4.662726843,1.448898281,4.896602659,1.521226168,-0.035583824,13.54,15,-0.48,M1722,77.7,0,0,0,0,0,66.3
4147,中裕,19-Dec,2019,41472019,3586396,4080486,4730760,-365562,241041,252190,0.878913933,5.549991349,1.1593619,6.315049226,1.319084674,-0.101930183,14.22,15,-1.45,M1722,67.6,0,0,0,0,0,89.8
4147,中裕,18-Dec,2018,41472018,4080486,4292250,4791039,-300389,8436,251380,0.950663638,9.311997204,1.116206885,9.796672828,1.174134405,-0.073615986,16.23,15,-1.2,M1722,168,0,0,0,0,0,159
4147,中裕,17-Dec,2017,41472017,4292250,4713788,4502962,-524554,2076,250339,0.910573407,16.56963953,0.955274611,18.19241983,1.049091269,-0.122209564,17.15,15,-2.1,M1722,249,0,0,0,0,0,312
4148,全宇生技-KY,22-Dec,2022,41482022,2863209,2378633,4111379,458797,2197323,64034,1.203720372,1.58104122,1.728462945,1.313576381,1.435933947,0.160238739,44.71,15,7.16,M1722,63.24,0,0,0,0,1,58.73
4148,全宇生技-KY,21-Dec,2021,41482021,2378633,2363178,2969911,230666,1642783,64034,1.006539922,1.220971099,1.256744519,1.212920592,1.248578911,0.096974186,37.15,15,3.6,M1722,58.13,0,0,0,0,1,45.06
4148,全宇生技-KY,20-Dec,2020,41482020,2363178,2425915,2614370,95374,1767699,64034,0.97413883,0.816950429,1.07768409,0.838526145,1.106294151,0.040358365,36.91,15,1.49,M1722,32.71,0,0,0,0,1,30.95
4148,全宇生技-KY,19-Dec,2019,41482019,2425915,2536066,2639511,42035,2687581,64034,0.956566193,0.92564091,1.040789554,0.967793031,1.088047603,0.017327483,37.88,15,0.66,M1722,19.17,0,0,0,0,1,36.66
4148,全宇生技-KY,18-Dec,2018,41482018,2536066,2345326,2974870,338594,2263652,64034,1.081327713,1.200777768,1.268424944,1.110325675,1.173025465,0.13351151,39.61,15,5.29,M1722,47.44,0,0,0,0,1,43.98
4148,全宇生技-KY,17-Dec,2017,41482017,2345326,1557600,2687510,387798,2065543,64034,1.505730611,3.914148138,1.725417309,2.599235599,1.145900399,0.165349295,36.63,15,6.06,M1722,107,0,0,0,0,1,95.21
4153,鈺緯,22-Dec,2022,41532022,1016182,986422,1251798,103474,712232,61759,1.030169643,2.566973364,1.269028874,2.492401216,1.231863977,0.101826248,16.45,14,1.68,M1722,45.44,0,0,0,0,0,41
4153,鈺緯,21-Dec,2021,41532021,986422,988890,1181689,16669,736925,61759,0.997504272,1.664368484,1.194965062,1.668753914,1.197954831,0.016898447,15.97,14,0.27,M1722,23.71,0,0,0,0,0,26.65
4153,鈺緯,20-Dec,2020,41532020,988890,1133242,1113227,50050,716170,61759,0.872620323,1.209302347,0.982338283,1.386008745,1.125733904,0.050612303,16.01,14,0.81,M1722,23.57,0,0,0,0,0,22.19
4153,鈺緯,19-Dec,2019,41532019,1133242,1183960,1301337,54783,650134,74367,0.957162404,2.12116422,1.099139329,2.215879265,1.148331071,0.048341837,15.24,14,0.74,M1722,25.2,0,0,0,0,0,33.77
4153,鈺緯,18-Dec,2018,41532018,1183960,806752,1322829,52219,856999,74367,1.467563762,3.612563378,1.639697206,2.461683417,1.117291969,0.044105375,15.92,14,0.7,M1722,39.27,0,0,0,0,0,39.19
4153,鈺緯,17-Dec,2017,41532017,806752,963381,1061592,-82277,1004717,54367,0.837417387,2.016370377,1.101944091,2.407681941,1.31588394,-0.101985492,14.84,14,-1.51,M1722,42.15,0,0,0,0,0,35.73
4154,樂威科-KY,22-Dec,2022,41542022,368496,397757,845816,-37342,400712,35720,0.926434984,2.281010768,2.126464148,2.46124031,2.295319352,-0.101336242,10.32,14,-1.05,M1722,34.1,0,0,0,0,1,25.4
4154,樂威科-KY,21-Dec,2021,41542021,397757,257966,677277,-105615,550227,35720,1.541896994,6.286440849,2.625450641,4.07540395,1.702740618,-0.26552644,11.14,13,-2.96,M1722,40.7,0,0,0,0,1,45.4
4154,樂威科-KY,20-Dec,2020,41542020,257966,250229,522612,-35644,712622,24326,1.030919678,2.551892467,2.088534902,2.476415094,2.025894885,-0.138173248,10.6,13,-1.47,M1722,28.65,0,0,0,0,1,26.25
4154,樂威科-KY,19-Dec,2019,41542019,250229,283905,571679,-53748,495611,24326,0.881382857,2.904673746,2.013627798,3.294460641,2.284623285,-0.214795248,10.29,13,-2.21,M1722,26.3,0,0,0,0,1,33.9
4154,樂威科-KY,18-Dec,2018,41542018,283905,184188,447777,-42106,451218,24326,1.541387061,2.945196213,2.431086716,1.910882605,1.577207164,-0.148310174,11.67,13,-1.73,M1722,23.95,0,0,0,0,1,22.3
4154,樂威科-KY,17-Dec,2017,41542017,184188,222387,301391,-38466,544942,19526,0.828231866,1.97115254,1.355254579,2.380699894,1.63632267,-0.208840967,9.43,13,-1.97,M1722,24.1,0,0,0,0,1,22.45
4155,訊映,22-Dec,2022,41552022,1846412,1703012,3061194,143764,1263378,99502,1.084203752,1.995868684,1.797517575,1.840517241,1.657914918,0.077861279,18.56,15,1.44,M1722,31.76,0,0,0,0,0,34.16
4155,訊映,21-Dec,2021,41552021,1703012,1739138,2812750,32681,1484413,94934,0.97922764,1.054617218,1.617324215,1.076923077,1.651632519,0.019190117,17.94,15,0.34,M1722,18.79,0,0,0,0,0,19.32
4155,訊映,20-Dec,2020,41552020,1739138,1302088,2535052,120555,1241252,94934,1.335653197,1.460368285,1.946912958,1.093340611,1.457648559,0.069318823,18.32,15,1.27,M1722,20.61,0,0,0,0,0,20.03
4155,訊映,19-Dec,2019,41552019,1302088,1264443,2215344,112518,1120346,78645,1.029772002,1.402550174,1.752031527,1.361714976,1.701378094,0.086413514,16.56,15,1.43,M1722,18.82,0,0,0,0,0,22.55
4155,訊映,18-Dec,2018,41552018,1264443,1206036,1847174,160511,1233076,75450,1.048428903,1.209291016,1.53160768,1.153341289,1.460859841,0.126942061,16.76,14,2.13,M1722,19.09,0,0,0,0,0,19.33
4155,訊映,17-Dec,2017,41552017,1206036,944804,1884104,126809,1040462,74062,1.276493326,1.415700738,1.994174453,1.109336609,1.562228657,0.105145286,16.28,14,1.71,M1722,19.75,0,0,0,0,0,18.06
4157,太景*-KY,22-Dec,2022,41572022,970029,1253691,1047007,-225403,1294522,716844,0.773738505,10.20639488,0.8351396,13.22222222,1.07935639,-0.23236728,1.35,14,-0.31,M1722,15,0,0,0,0,1,17.85
4157,太景*-KY,21-Dec,2021,41572021,1253691,442181,1392803,775623,23422,716844,2.835243939,27.55963734,3.149848139,9.714285714,1.110961952,0.618671587,1.75,14,1.08,M1722,17,0,0,0,0,1,17
4157,太景*-KY,20-Dec,2020,41572020,442181,815183,556445,-402329,20314,716844,0.542431577,16.66398073,0.68260133,30.56451613,1.258410018,-0.909874011,0.62,13,-0.56,M1722,25.3,0,0,0,0,1,18.95
4157,太景*-KY,19-Dec,2019,41572019,815183,1093344,946107,-293575,29618,716840,0.745586933,16.35821663,0.865333326,21.88596491,1.160606882,-0.36013386,1.14,14,-0.41,M1722,11.35,0,0,0,0,1,24.95
4157,太景*-KY,18-Dec,2018,41572018,1093344,1424468,1187702,-344016,553208,716760,0.767545498,8.62949115,0.833786368,11.20915033,1.086302207,-0.314645711,1.53,14,-0.48,M1722,17.55,0,0,0,0,1,17.15
4157,太景*-KY,17-Dec,2017,41572017,1424468,675623,1522175,225164,146021,716760,2.108377009,22.64994827,2.252994643,10.72864322,1.068591923,0.158068837,1.99,14,0.31,M1722,23.75,0,0,0,0,1,21.35
4160,訊聯基因,22-Dec,2022,41602022,347461,318696,455663,28477,519511,24247,1.090258428,2.846224207,1.429773201,2.610607118,1.311407611,0.0819574,14.33,13,1.17,M1722,27.27,0,0,0,0,0,37.41
4160,訊聯基因,21-Dec,2021,41602021,318696,311932,424757,7868,443130,24247,1.021684213,1.754404133,1.361697421,1.717656012,1.332796772,0.024688104,13.14,13,0.32,M1722,22.76,0,0,0,0,0,22.57
4160,訊聯基因,20-Dec,2020,41602020,311932,344390,409135,-13393,429384,24247,0.9057522,1.634819071,1.187999071,1.805598756,1.311615993,-0.04293564,12.86,13,-0.55,M1722,22.76,0,0,0,0,0,23.22
4160,訊聯基因,19-Dec,2019,41602019,344390,321714,440348,16964,381660,24247,1.070484965,2.070364019,1.3687561,1.934507042,1.278631784,0.049258109,14.2,13,0.7,M1722,20.5,0,0,0,0,0,27.47
4160,訊聯基因,18-Dec,2018,41602018,321714,313366,400011,17292,365618,24247,1.026639776,1.860892215,1.276497769,1.812358704,1.24337455,0.053749604,13.27,13,0.71,M1722,24.5,0,0,0,0,0,24.05
4160,訊聯基因,17-Dec,2017,41602017,313366,303411,380714,10015,345803,24247,1.03281028,2.160094426,1.25477982,2.092105263,1.214918019,0.031959434,12.92,13,0.41,M1722,24.22,0,0,0,0,0,27.03
